model,benchmark,task_id,generation_idx,label
deepseek_base,bigcodebench,BigCodeBench/1098,0,1
deepseek_base,bigcodebench,BigCodeBench/1099,0,1
deepseek_base,bigcodebench,BigCodeBench/1100,0,1
deepseek_base,bigcodebench,BigCodeBench/1101,0,1
deepseek_base,bigcodebench,BigCodeBench/1102,0,1
deepseek_base,bigcodebench,BigCodeBench/1103,0,1
deepseek_base,bigcodebench,BigCodeBench/1104,0,1
deepseek_base,bigcodebench,BigCodeBench/1105,0,1
deepseek_base,bigcodebench,BigCodeBench/1106,0,1
deepseek_base,bigcodebench,BigCodeBench/1107,0,0
deepseek_base,bigcodebench,BigCodeBench/1108,0,1
deepseek_base,bigcodebench,BigCodeBench/1109,0,1
deepseek_base,bigcodebench,BigCodeBench/1110,0,1
deepseek_base,bigcodebench,BigCodeBench/1111,0,1
deepseek_base,bigcodebench,BigCodeBench/1112,0,1
deepseek_base,bigcodebench,BigCodeBench/1113,0,1
deepseek_base,bigcodebench,BigCodeBench/1114,0,0
deepseek_base,bigcodebench,BigCodeBench/1115,0,1
deepseek_base,bigcodebench,BigCodeBench/1116,0,1
deepseek_base,bigcodebench,BigCodeBench/1117,0,0
deepseek_base,bigcodebench,BigCodeBench/1118,0,1
deepseek_base,bigcodebench,BigCodeBench/1119,0,1
deepseek_base,bigcodebench,BigCodeBench/1120,0,1
deepseek_base,bigcodebench,BigCodeBench/1121,0,1
deepseek_base,bigcodebench,BigCodeBench/1122,0,1
deepseek_base,bigcodebench,BigCodeBench/1123,0,1
deepseek_base,bigcodebench,BigCodeBench/1124,0,1
deepseek_base,bigcodebench,BigCodeBench/1125,0,1
deepseek_base,bigcodebench,BigCodeBench/1126,0,1
deepseek_base,bigcodebench,BigCodeBench/1127,0,1
deepseek_base,bigcodebench,BigCodeBench/1128,0,1
deepseek_base,bigcodebench,BigCodeBench/1129,0,1
deepseek_base,bigcodebench,BigCodeBench/1130,0,0
deepseek_base,bigcodebench,BigCodeBench/1131,0,1
deepseek_base,bigcodebench,BigCodeBench/1132,0,1
deepseek_base,bigcodebench,BigCodeBench/1133,0,0
deepseek_base,bigcodebench,BigCodeBench/1134,0,0
deepseek_base,bigcodebench,BigCodeBench/1135,0,1
deepseek_base,bigcodebench,BigCodeBench/1136,0,1
deepseek_base,bigcodebench,BigCodeBench/1137,0,1
deepseek_base,bigcodebench,BigCodeBench/1138,0,0
deepseek_base,bigcodebench,BigCodeBench/1139,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/0,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/1,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/2,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/3,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/4,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/5,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/6,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/7,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/8,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/9,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/10,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/11,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/12,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/13,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/14,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/15,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/16,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/17,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/18,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/19,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/20,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/21,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/22,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/23,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/24,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/25,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/26,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/27,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/28,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/29,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/30,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/31,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/32,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/33,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/34,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/35,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/36,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/37,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/38,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/39,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/40,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/41,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/42,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/43,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/44,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/45,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/46,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/47,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/48,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/49,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/50,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/51,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/52,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/53,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/54,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/55,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/56,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/57,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/58,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/59,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/60,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/61,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/62,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/63,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/64,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/65,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/66,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/67,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/68,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/69,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/70,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/71,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/72,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/73,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/74,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/75,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/76,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/77,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/78,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/79,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/80,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/81,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/82,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/83,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/84,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/85,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/86,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/87,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/88,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/89,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/90,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/91,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/92,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/93,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/94,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/95,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/96,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/97,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/98,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/99,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/100,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/101,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/102,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/103,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/104,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/105,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/106,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/107,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/108,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/109,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/110,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/111,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/112,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/113,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/114,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/115,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/116,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/117,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/118,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/119,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/120,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/121,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/122,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/123,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/124,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/125,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/126,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/127,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/128,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/129,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/130,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/131,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/132,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/133,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/134,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/135,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/136,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/137,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/138,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/139,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/140,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/141,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/142,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/143,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/144,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/145,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/146,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/147,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/148,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/149,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/150,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/151,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/152,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/153,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/154,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/155,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/156,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/157,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/158,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/159,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/160,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/161,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/162,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/163,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/164,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/165,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/166,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/167,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/168,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/169,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/170,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/171,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/172,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/173,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/174,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/175,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/176,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/177,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/178,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/179,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/180,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/181,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/182,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/183,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/184,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/185,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/186,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/187,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/188,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/189,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/190,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/191,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/192,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/193,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/194,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/195,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/196,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/197,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/198,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/199,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/200,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/201,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/202,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/203,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/204,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/205,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/206,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/207,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/208,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/209,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/210,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/211,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/212,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/213,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/214,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/215,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/216,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/217,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/218,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/219,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/220,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/221,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/222,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/223,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/224,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/225,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/226,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/227,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/228,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/229,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/230,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/231,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/232,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/233,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/234,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/235,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/236,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/237,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/238,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/239,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/240,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/241,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/242,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/243,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/244,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/245,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/246,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/247,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/248,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/249,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/250,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/251,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/252,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/253,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/254,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/255,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/256,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/257,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/258,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/259,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/260,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/261,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/262,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/263,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/264,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/265,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/266,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/267,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/268,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/269,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/270,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/271,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/272,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/273,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/274,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/275,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/276,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/277,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/278,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/279,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/280,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/281,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/282,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/283,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/284,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/285,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/286,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/287,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/288,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/289,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/290,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/291,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/292,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/293,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/294,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/295,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/296,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/297,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/298,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/299,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/300,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/301,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/302,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/303,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/304,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/305,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/306,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/307,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/308,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/309,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/310,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/311,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/312,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/313,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/314,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/315,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/316,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/317,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/318,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/319,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/320,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/321,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/322,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/323,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/324,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/325,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/326,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/327,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/328,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/329,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/330,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/331,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/332,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/333,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/334,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/335,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/336,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/337,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/338,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/339,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/340,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/341,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/342,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/343,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/344,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/345,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/346,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/347,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/348,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/349,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/350,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/351,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/352,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/353,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/354,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/355,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/356,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/357,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/358,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/359,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/360,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/361,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/362,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/363,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/364,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/365,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/366,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/367,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/368,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/369,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/370,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/371,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/372,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/373,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/374,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/375,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/376,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/377,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/378,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/379,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/380,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/381,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/382,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/383,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/384,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/385,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/386,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/387,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/388,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/389,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/390,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/391,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/392,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/393,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/394,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/395,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/396,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/397,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/398,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/399,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/400,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/401,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/402,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/403,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/404,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/405,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/406,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/407,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/408,0,0
deepseek_finetuned,bigcodebench,BigCodeBench/409,0,1
deepseek_finetuned,bigcodebench,BigCodeBench/410,0,1
