rank,feature_id,mean_normalized_attribution_contrast_repeat_minus_first_occurrence,contrast_to_task_sd,support_tasks_either_boundary,positive_contrast_tasks,positive_contrast_fraction_over_support,repeat_mean_normalized_attribution,sham_mean_normalized_attribution
614,9741,7.047274266369641e-05,0.19355766475200653,18,9,0.5,0.0001225851447088644,5.2112387493252754e-05
615,1666,7.023606303846464e-05,0.33710533380508423,9,8,0.8888888955116272,6.633781595155597e-05,-3.898248905898072e-06
616,4188,7.021635246928781e-05,0.10629977285861969,15,7,0.46666666865348816,0.00014403225213754922,7.381589966826141e-05
617,2253,7.021120109129697e-05,0.2597005367279053,17,11,0.6470588445663452,1.2024849638692103e-05,-5.818635690957308e-05
618,8658,7.000066398177296e-05,0.09545555710792542,13,6,0.4615384638309479,0.0002160855510737747,0.00014608490164391696
619,16276,6.990791007410735e-05,0.18512649834156036,6,5,0.8333333134651184,1.8701422959566116e-05,-5.1206483476562425e-05
620,8447,6.983142520766705e-05,0.16737069189548492,4,3,0.75,4.686169631895609e-05,-2.2969732526689768e-05
621,8338,6.980608304729685e-05,0.11188790202140808,17,10,0.5882353186607361,1.570055064803455e-05,-5.410554149420932e-05
622,4352,6.924636545591056e-05,0.1867278516292572,19,13,0.6842105388641357,0.00018655043095350266,0.0001173040727735497
623,12595,6.88769287080504e-05,0.07569532841444016,31,17,0.5483871102333069,0.00033122775494121015,0.00026235083350911736
624,3636,6.858961569378152e-05,0.22723127901554108,24,13,0.5416666865348816,8.202133176382631e-05,1.3431739716907032e-05
625,1202,6.789489270886406e-05,0.15133273601531982,10,6,0.6000000238418579,9.869139466900378e-05,3.079651651205495e-05
626,9604,6.783728167647496e-05,0.13843762874603271,4,2,0.5,9.091506399272475e-06,-5.874577254871838e-05
627,2325,6.732260226272047e-05,0.1860981434583664,15,10,0.6666666865348816,-1.798861012503039e-05,-8.531120693078265e-05
628,5759,6.727926665917039e-05,0.34464606642723083,8,6,0.75,5.78034196223598e-05,-9.475841579842381e-06
629,13662,6.654260505456477e-05,0.2813766896724701,16,11,0.6875,6.198850314831361e-05,-4.554090082820039e-06
630,179,6.651927105849609e-05,0.07040391117334366,6,5,0.8333333134651184,-0.0005181306041777134,-0.0005846498534083366
631,14636,6.640584615524858e-05,0.11573091149330139,7,2,0.2857142984867096,0.00018093416292686015,0.00011452830949565396
632,7941,6.636412581428885e-05,0.2005685716867447,19,11,0.5789473652839661,5.6011369451880455e-05,-1.0352770004828926e-05
633,2632,6.605121598113328e-05,0.1751815378665924,11,6,0.5454545617103577,0.00016287481412291527,9.682359814178199e-05
634,5207,6.603724614251405e-05,0.2109547108411789,14,8,0.5714285969734192,6.029991709510796e-05,-5.737335413869005e-06
635,9307,6.541326001752168e-05,0.10385896265506744,10,5,0.5,0.00010107335401698947,3.56600976374466e-05
636,8301,6.534769636346027e-05,0.09797441959381104,20,8,0.4000000059604645,0.0002036398946074769,0.000138292190968059
637,1500,6.502978794742376e-05,0.23934656381607056,20,15,0.75,-7.969074431457557e-06,-7.299886783584952e-05
638,13704,6.502695759991184e-05,0.12736964225769043,15,7,0.46666666865348816,0.00010697190009523183,4.194493158138357e-05
639,15866,6.485427002189681e-05,0.2449287474155426,14,6,0.4285714328289032,3.306169674033299e-05,-3.179258419550024e-05
640,9367,6.472726090578362e-05,0.09944753348827362,8,4,0.5,0.00022014901333022863,0.00015542175970040262
641,2855,6.456102710217237e-05,0.19329316914081573,8,4,0.5,7.052267756080255e-05,5.96165318711428e-06
642,16058,6.352554919430986e-05,0.13208648562431335,17,9,0.529411792755127,0.00010667418973753229,4.314864781918004e-05
643,3021,6.337322702165693e-05,0.08700836449861526,20,11,0.550000011920929,0.00016126572154462337,9.789246541913599e-05
644,4676,6.310022581601515e-05,0.23117589950561523,7,7,1.0,4.414697832544334e-05,-1.8953240214614198e-05
645,4340,6.294350896496326e-05,0.3292563855648041,7,7,1.0,7.496768148484989e-07,-6.219382339622825e-05
646,13487,6.290285818977281e-05,0.20377616584300995,5,3,0.6000000238418579,-1.9950113710365258e-05,-8.285297371912748e-05
647,11028,6.279499211814255e-05,0.2192826271057129,16,9,0.5625,0.00018895739049185067,0.00012616239837370813
648,13506,6.240369111765176e-05,0.14403092861175537,15,6,0.4000000059604645,6.8712055508513e-05,6.308348474703962e-06
649,4437,6.191276770550758e-05,0.2391330748796463,4,4,1.0,4.290814104024321e-05,-1.9004626665264368e-05
650,5886,6.182656215969473e-05,0.0834357813000679,14,7,0.5,8.769122359808534e-05,2.5864666895358823e-05
651,2757,6.173283327370882e-05,0.16261601448059082,15,9,0.6000000238418579,8.324712689500302e-05,2.1514306354220025e-05
652,14918,6.089853195589967e-05,0.2678062915802002,9,8,0.8888888955116272,-9.210528332914691e-06,-7.010906847426668e-05
653,5783,6.0792674048570916e-05,0.18857011198997498,12,8,0.6666666865348816,5.0711776566458866e-05,-1.008089202514384e-05
654,10380,6.0466350987553596e-05,0.03569506108760834,19,6,0.31578946113586426,-0.00016562710516154766,-0.00022609341249335557
655,13848,6.0076785302953795e-05,0.21851851046085358,9,5,0.5555555820465088,5.816497287014499e-05,-1.9118133423035033e-06
656,9037,6.005771138006821e-05,0.1328260749578476,16,9,0.5625,1.8200050817540614e-06,-5.823770698043518e-05
657,13621,5.989326746203005e-05,0.17197541892528534,17,6,0.3529411852359772,0.00011685100616887212,5.6957738706842065e-05
658,4686,5.9847683587577194e-05,0.12789657711982727,11,5,0.4545454680919647,1.372904762320104e-06,-5.847477586939931e-05
659,1931,5.9665013395715505e-05,0.18023554980754852,7,6,0.8571428656578064,6.515954009955749e-05,5.49452943232609e-06
660,9381,5.964627052890137e-05,0.2561202049255371,7,6,0.8571428656578064,-4.535486004897393e-05,-0.00010500113421585411
661,15367,5.964352021692321e-05,0.12314556539058685,23,13,0.5652173757553101,4.6297926019178703e-05,-1.3345585102797486e-05
662,5146,5.946236342424527e-05,0.05968696251511574,15,8,0.5333333611488342,-0.00012844106822740287,-0.00018790343892760575
663,4493,5.941027120570652e-05,0.14292001724243164,8,3,0.375,9.481546294409782e-05,3.540518810041249e-05
664,14664,5.9394806157797575e-05,0.2200758010149002,12,7,0.5833333134651184,0.000135738417156972,7.634361099917442e-05
665,4324,5.935304216109216e-05,0.10889249294996262,4,2,0.5,0.00010031422425527126,4.09611857321579e-05
666,13298,5.935073204454966e-05,0.11475484073162079,15,9,0.6000000238418579,4.3096068111481145e-05,-1.6254663933068514e-05
667,206,5.930746556259692e-05,0.10064855217933655,8,6,0.75,-0.0001440869236830622,-0.00020339437469374388
668,3867,5.9277885156916454e-05,0.1389906406402588,16,10,0.625,4.632566560758278e-05,-1.295222136832308e-05
669,13631,5.906288788537495e-05,0.131012961268425,15,9,0.6000000238418579,-0.00020271269022487104,-0.00026177559630014
670,2827,5.899170719203539e-05,0.08566678315401077,24,11,0.4583333432674408,-1.8458153135725297e-05,-7.744985487079248e-05
671,7581,5.874714770470746e-05,0.1523820459842682,21,13,0.6190476417541504,3.072931940550916e-05,-2.8017826480208896e-05
672,7731,5.798841448267922e-05,0.17073144018650055,15,7,0.46666666865348816,-5.896052607567981e-05,-0.00011694894783431664
673,8668,5.791683361167088e-05,0.1144539937376976,12,4,0.3333333432674408,-3.2258424198516877e-06,-6.11426803516224e-05
674,11784,5.771355426986702e-05,0.03190308436751366,32,17,0.53125,0.0007584004779346287,0.0007006868836469948
675,15837,5.768832124886103e-05,0.24738137423992157,12,6,0.5,4.5601198507938534e-05,-1.208712001243839e-05
676,14294,5.744870941271074e-05,0.10441912710666656,15,7,0.46666666865348816,-8.904840069590136e-05,-0.00014649709919467568
677,8336,5.715295628760941e-05,0.1143997311592102,22,15,0.6818181872367859,0.00027693010633811355,0.0002197771391365677
678,3203,5.700296605937183e-05,0.2631272077560425,13,9,0.692307710647583,3.7919366150163114e-05,-1.908359809021931e-05
679,2953,5.697959568351507e-05,0.08393549174070358,20,11,0.550000011920929,-0.00016379430599045008,-0.00022077388712204993
680,10187,5.6931457947939634e-05,0.3174189627170563,17,9,0.529411792755127,-4.457551767700352e-05,-0.00010150697926292196
681,1907,5.6642911658855155e-05,0.13217182457447052,14,10,0.7142857313156128,-1.1043006452382542e-05,-6.76859199302271e-05
682,12533,5.663926276611164e-05,0.11310925334692001,6,2,0.3333333432674408,0.0002495193912182003,0.00019288012117613107
683,8999,5.6572735047666356e-05,0.10628309845924377,9,6,0.6666666865348816,0.0005867219879291952,0.0005301492055878043
684,13416,5.61449742235709e-05,0.04757234454154968,20,15,0.75,-0.00046407338231801987,-0.0005202183383516967
685,6072,5.606688137049787e-05,0.21885330975055695,26,14,0.5384615659713745,0.0003109463141299784,0.0002548794145695865
686,585,5.587911437032744e-05,0.13754674792289734,10,3,0.30000001192092896,-5.265061554382555e-05,-0.0001085297335521318
687,13028,5.58562642254401e-05,0.16349464654922485,5,4,0.800000011920929,5.6132244935724884e-05,2.7598164820119564e-07
688,44,5.576683906838298e-05,0.19368323683738708,7,4,0.5714285969734192,-1.6397436411352828e-05,-7.2164271841757e-05
689,59,5.5629643611609936e-05,0.12336187064647675,13,3,0.23076923191547394,-0.00010574001498753205,-0.00016136965132318437
690,7741,5.5442120356019586e-05,0.23208792507648468,6,4,0.6666666865348816,7.463885413017124e-05,1.9196733774151653e-05
691,10120,5.5169675761135295e-05,0.22994209825992584,9,7,0.7777777910232544,5.547043838305399e-05,3.007637587870704e-07
692,5903,5.5106465879362077e-05,0.09031029045581818,20,9,0.44999998807907104,-4.319241998018697e-05,-9.829890768742189e-05
693,10082,5.478183811646886e-05,0.19122369587421417,13,8,0.6153846383094788,-9.829570899455575e-07,-5.576479452429339e-05
694,14359,5.437244544737041e-05,0.12722741067409515,23,16,0.695652186870575,0.00016950811550486833,0.0001151356627815403
695,4179,5.43247842870187e-05,0.13529737293720245,12,6,0.5,-4.91439413963235e-06,-5.9239177062409e-05
696,855,5.427672294899821e-05,0.1367863118648529,12,4,0.3333333432674408,6.68927823426202e-05,1.2616056665137876e-05
697,7403,5.425644849310629e-05,0.06861309707164764,18,8,0.4444444477558136,-0.00045126647455617785,-0.0005055229412391782
698,6607,5.404144758358598e-05,0.07032963633537292,9,3,0.3333333432674408,0.00030188815435394645,0.00024784667766653
699,4408,5.3799361921846867e-05,0.19802913069725037,17,9,0.529411792755127,3.930456659873016e-05,-1.4494801689579617e-05
700,9162,5.37848100066185e-05,0.2532013952732086,4,4,1.0,-2.3712843812973006e-06,-5.615609188680537e-05
701,1241,5.3466799727175385e-05,0.027440685778856277,38,17,0.44736841320991516,0.00043998361798003316,0.00038651679642498493
702,4765,5.342960503185168e-05,0.11898859590291977,4,1,0.25,7.67787714721635e-05,2.3349168259301223e-05
703,11222,5.299715485307388e-05,0.050553202629089355,18,8,0.4444444477558136,0.0001129388838307932,5.9941725339740515e-05
704,15063,5.277444142848253e-05,0.10659678280353546,14,9,0.6428571343421936,0.00015435731620527804,0.00010158286750083789
705,8259,5.2774161304114386e-05,0.19072027504444122,8,6,0.75,2.6355071895522997e-05,-2.6419093046570197e-05
706,8820,5.2452942327363417e-05,0.16700628399848938,9,8,0.8888888955116272,-2.8860715701739537e-06,-5.533902003662661e-05
707,5402,5.2422761655179784e-05,0.017274608835577965,26,9,0.3461538553237915,-0.0008691794355399907,-0.000921602186281234
708,11845,5.224463529884815e-05,0.19779865443706512,8,4,0.5,-1.678189801168628e-05,-6.902653694851324e-05
709,8996,5.214336124481633e-05,0.040820829570293427,24,12,0.5,-0.00033605200587771833,-0.0003881954471580684
710,10549,5.2049239457119256e-05,0.13714130222797394,26,9,0.3461538553237915,0.0002925597655121237,0.00024051051877904683
711,7531,5.1967257604701445e-05,0.14991265535354614,9,5,0.5555555820465088,0.00010725793981691822,5.529067857423797e-05
712,10643,5.168469942873344e-05,0.04577786475419998,15,7,0.46666666865348816,0.00035029271384701133,0.0002986080071423203
713,7484,5.167215203982778e-05,0.16546568274497986,11,7,0.6363636255264282,2.9102860935381614e-05,-2.256929292343557e-05
714,15744,5.160645378055051e-05,0.04535257816314697,30,16,0.5333333611488342,-0.00021779254893772304,-0.0002693989663384855
715,13488,5.09696728840936e-05,0.2772989273071289,21,12,0.5714285969734192,-3.905615449184552e-05,-9.00258164620027e-05
716,7202,5.0761715101543814e-05,0.1782735288143158,6,5,0.8333333134651184,5.69556541449856e-05,6.193941317178542e-06
717,11618,5.062041964265518e-05,0.012160192243754864,34,13,0.38235294818878174,-0.001044347183778882,-0.0010949675925076008
718,3919,5.058290116721764e-05,0.15788905322551727,12,6,0.5,5.006700666854158e-05,-5.158915996616997e-07
719,8749,5.050316758570261e-05,0.14457425475120544,5,2,0.4000000059604645,-2.678989403648302e-06,-5.31821497133933e-05
720,12555,5.0444796215742826e-05,0.10997747629880905,13,8,0.6153846383094788,0.00013497650797944516,8.453171176370233e-05
721,4350,5.043285636929795e-05,0.21200622618198395,11,6,0.5454545617103577,5.141399378771894e-05,9.811337804421782e-07
722,14126,5.039608367951587e-05,0.25157463550567627,17,9,0.529411792755127,-7.628633466083556e-05,-0.00012668242561630905
723,5267,4.998918666387908e-05,0.1672174036502838,19,11,0.5789473652839661,6.330847827484831e-05,1.3319297067937441e-05
724,14318,4.980173980584368e-05,0.14019368588924408,9,5,0.5555555820465088,5.861042154720053e-05,8.80869174579857e-06
725,16293,4.9715174100128934e-05,0.16459901630878448,9,6,0.6666666865348816,0.00010653521167114377,5.6820037571014836e-05
726,12396,4.9649686843622476e-05,0.22692690789699554,16,6,0.375,-0.00010581207607174292,-0.0001554617629153654
727,11525,4.964596519130282e-05,0.1531786173582077,6,3,0.5,4.174409696133807e-05,-7.901866410975344e-06
728,4595,4.957355122314766e-05,0.09173785895109177,14,4,0.2857142984867096,0.00014243766781874,9.286410931963474e-05
729,10694,4.952621384290978e-05,0.292747437953949,7,5,0.7142857313156128,6.126706466602627e-06,-4.339950828580186e-05
730,1525,4.950345100951381e-05,0.14028812944889069,11,8,0.7272727489471436,-5.331529609975405e-05,-0.00010281874710926786
731,2567,4.949142021359876e-05,0.21603380143642426,16,9,0.5625,-7.227902096929029e-05,-0.00012177044118288904
732,8049,4.944147076457739e-05,0.2232593148946762,16,9,0.5625,6.1858117987867445e-06,-4.325566260376945e-05
733,13294,4.934661410516128e-05,0.11490817368030548,15,9,0.6000000238418579,5.344431338016875e-05,4.0976988202601206e-06
734,15031,4.932059164275415e-05,0.1734314262866974,18,12,0.6666666865348816,-0.00023401985527016222,-0.00028334048693068326
735,9219,4.920726132695563e-05,0.2752768397331238,13,11,0.8461538553237915,2.8242506232345477e-05,-2.0964751456631348e-05
736,4590,4.905169043922797e-05,0.17237013578414917,13,6,0.4615384638309479,-1.9293922377983108e-05,-6.834561645518988e-05
737,4534,4.891312710242346e-05,0.09035096317529678,19,10,0.5263158082962036,0.00010401433246443048,5.510119808604941e-05
738,13404,4.86777353216894e-05,0.16911089420318604,10,5,0.5,-7.033470319584012e-05,-0.00011901244579348713
739,6950,4.8414334742119536e-05,0.4042026698589325,12,11,0.9166666865348816,2.1990581444697455e-05,-2.642375693540089e-05
740,9808,4.7795689170015976e-05,0.20649830996990204,16,11,0.6875,6.903566827531904e-05,2.1239980924292468e-05
741,13565,4.763900506077334e-05,0.19517681002616882,6,5,0.8333333134651184,1.6539983107577427e-06,-4.598500527208671e-05
742,3101,4.7424771764781326e-05,0.1042356789112091,25,15,0.6000000238418579,0.00023203520686365664,0.00018461047147866338
743,6947,4.7382643970195204e-05,0.06771218031644821,25,12,0.47999998927116394,5.042994234827347e-05,3.0473092920146883e-06
744,2005,4.732671004603617e-05,0.04893636703491211,15,8,0.5333333611488342,0.00018024828750640154,0.00013292157382238656
745,11284,4.726070983451791e-05,0.14327417314052582,6,4,0.6666666865348816,0.00022768737107980996,0.00018042666488327086
746,14997,4.701853686128743e-05,0.1051834225654602,19,9,0.4736842215061188,0.0004740586446132511,0.00042704009683802724
747,12271,4.6980090701254085e-05,0.12685993313789368,16,8,0.5,-0.00011829422146547586,-0.00016527430852875113
748,11846,4.687632463173941e-05,0.0874481350183487,11,5,0.4545454680919647,5.373892417992465e-05,6.862609552626964e-06
749,2286,4.667655593948439e-05,0.17393991351127625,18,10,0.5555555820465088,-0.00012306989810895175,-0.00016974644677247852
750,12598,4.6576387831009924e-05,0.16962236166000366,6,4,0.6666666865348816,1.129113843489904e-05,-3.528524757712148e-05
751,14672,4.6336725063156337e-05,0.13032682240009308,17,11,0.6470588445663452,-0.00010677483078325167,-0.000153111555846408
752,6339,4.615855141310021e-05,0.1732085794210434,10,6,0.6000000238418579,4.0300816181115806e-05,-5.857734322489705e-06
753,4918,4.6132328861858696e-05,0.17975914478302002,5,4,0.800000011920929,4.4021948269801214e-05,-2.110382865794236e-06
754,11394,4.602682383847423e-05,0.1374504715204239,8,5,0.625,0.00014348173863254488,9.745491115609184e-05
755,12406,4.595711288857274e-05,0.19776803255081177,7,5,0.7142857313156128,0.00019156490452587605,0.0001456077879993245
756,3914,4.590913886204362e-05,0.14842304587364197,25,8,0.3199999928474426,5.999597306072246e-06,-3.990954064647667e-05
757,4284,4.580552922561765e-05,0.02943667583167553,13,5,0.38461539149284363,0.0010862246854230762,0.0010404192144051194
758,13674,4.561612877296284e-05,0.1558721661567688,7,3,0.4285714328289032,7.628889579791576e-05,3.0672759748995304e-05
759,1059,4.519681533565745e-05,0.025689559057354927,25,19,0.7599999904632568,-0.000720758514944464,-0.0007659554248675704
760,15565,4.516383705777116e-05,0.13130658864974976,14,10,0.7142857313156128,8.233085100073367e-05,3.7167021218920127e-05
761,9306,4.510027793003246e-05,0.16090889275074005,10,4,0.4000000059604645,-1.3236897757451516e-05,-5.8337183872936293e-05
762,237,4.508088022703305e-05,0.16357973217964172,14,7,0.5,5.821398372063413e-05,1.3133106222085189e-05
763,14327,4.505734614212997e-05,0.17854511737823486,6,3,0.5,5.775649333372712e-05,1.2699149010586552e-05
764,8140,4.485827957978472e-05,0.16227751970291138,7,3,0.4285714328289032,-3.79394696210511e-05,-8.279774192487821e-05
765,13211,4.484878445509821e-05,0.05730085447430611,6,4,0.6666666865348816,-0.00012359426182229072,-0.0001684430317254737
766,7940,4.467341204872355e-05,0.1589372754096985,8,4,0.5,8.358508785022423e-05,3.89116867154371e-05
767,15491,4.460544732864946e-05,0.1833525449037552,17,8,0.47058823704719543,-2.4672597646713257e-05,-6.927804497536272e-05
768,4550,4.4465217797551304e-05,0.08748845010995865,11,4,0.3636363744735718,0.0002481323608662933,0.00020366716489661485
769,169,4.387930312077515e-05,0.11856471002101898,6,4,0.6666666865348816,0.00020620200666598976,0.00016232272901106626
770,6400,4.3879255827050656e-05,0.15932275354862213,9,3,0.3333333432674408,4.122676909901202e-05,-2.652489911270095e-06
771,12038,4.386351065477356e-05,0.18226812779903412,20,8,0.4000000059604645,2.2437601728597656e-05,-2.1425908926175907e-05
772,2411,4.37642156612128e-05,0.2435254454612732,13,6,0.4615384638309479,6.49702542432351e-06,-3.72671929653734e-05
773,12911,4.370867463876493e-05,0.06510494649410248,14,10,0.7142857313156128,0.00024390053295064718,0.0002001918328460306
774,14728,4.3667903810273856e-05,0.24895986914634705,12,6,0.5,9.133873390965164e-07,-4.275452010915615e-05
775,4631,4.362420440884307e-05,0.07120227068662643,11,5,0.4545454680919647,-4.3289608584018424e-05,-8.691380935488269e-05
776,7571,4.350356903159991e-05,0.1511797457933426,5,3,0.6000000238418579,6.837875844212249e-06,-3.666569682536647e-05
777,10217,4.345785055193119e-05,0.15381492674350739,10,6,0.6000000238418579,1.5140336472541094e-05,-2.8317503165453672e-05
778,10710,4.337280915933661e-05,0.14105570316314697,19,10,0.5263158082962036,0.00047672222717665136,0.0004333494580350816
779,3996,4.3353040382498875e-05,0.22235994040966034,10,7,0.699999988079071,5.846135172760114e-05,1.5108309526112862e-05
780,7905,4.31262596976012e-05,0.025118865072727203,27,15,0.5555555820465088,-0.00041034063906408846,-0.0004534668696578592
781,9566,4.300185537431389e-05,0.2191413938999176,6,4,0.6666666865348816,-2.2009110125509324e-06,-4.520276706898585e-05
782,9149,4.299162537790835e-05,0.15560494363307953,4,2,0.5,4.4238804548513144e-05,1.2471807622205233e-06
783,7420,4.267357144271955e-05,0.18446671962738037,4,4,1.0,6.789135659346357e-05,2.521777969377581e-05
784,1603,4.2562245653243735e-05,0.21361364424228668,14,8,0.5714285969734192,4.107705535716377e-05,-1.4851835885565379e-06
785,2387,4.237169923726469e-05,0.2134188562631607,19,15,0.7894737124443054,-6.883854075567797e-05,-0.00011121023999294266
786,3554,4.211922350805253e-05,0.3751223087310791,14,10,0.7142857313156128,1.1063269994338043e-05,-3.105595533270389e-05
787,10035,4.2078911064891145e-05,0.0719897523522377,12,9,0.75,-2.1249546989565715e-05,-6.332846533041447e-05
788,159,4.19443313148804e-05,0.15518005192279816,13,4,0.3076923191547394,2.052523814199958e-05,-2.1419085896923207e-05
789,13269,4.1815070289885625e-05,0.08463164418935776,20,10,0.5,0.00012391706695780158,8.210199302993715e-05
790,2391,4.180434189038351e-05,0.1959238052368164,11,6,0.5454545617103577,4.4649612391367555e-05,2.8452682272472885e-06
791,7261,4.1282411984866485e-05,0.18207179009914398,9,4,0.4444444477558136,5.2445400797296315e-05,1.116298335546162e-05
792,7167,4.093843017471954e-05,0.17149396240711212,17,9,0.529411792755127,2.4939163267845288e-05,-1.599925963091664e-05
793,14902,4.0669394365977496e-05,0.24173521995544434,10,6,0.6000000238418579,-1.7609636415727437e-08,-4.068700218340382e-05
794,5492,4.0511742554372177e-05,0.1829470843076706,16,8,0.5,-6.86682460582233e-06,-4.737857307191007e-05
795,15444,4.0218594222096726e-05,0.09787041693925858,11,6,0.5454545617103577,-8.632656317786314e-06,-4.885125599685125e-05
796,3470,3.999475302407518e-05,0.22523830831050873,4,3,0.75,2.5663907763373572e-06,-3.7428362702485174e-05
797,11579,3.9681595808360726e-05,0.1738990992307663,16,8,0.5,7.094063039403409e-05,3.1259041861630976e-05
798,128,3.9143582398537546e-05,0.1249895691871643,11,8,0.7272727489471436,4.252902726875618e-05,3.3854448702186346e-06
799,429,3.912677493644878e-05,0.22511373460292816,5,5,1.0,6.107334047555923e-05,2.1946565539110452e-05
800,12035,3.8875725294929e-05,0.22913780808448792,11,6,0.5454545617103577,3.236590055166744e-05,-6.50982929073507e-06
801,13711,3.866375482175499e-05,0.19734397530555725,9,5,0.5555555820465088,2.3331953343586065e-05,-1.5331801478168927e-05
802,13731,3.863462552544661e-05,0.1668437272310257,21,8,0.380952388048172,5.831520684296265e-05,1.9680581317516044e-05
803,14868,3.859130447381176e-05,0.18346774578094482,12,7,0.5833333134651184,5.6086650147335604e-05,1.7495347492513247e-05
804,2277,3.839651253656484e-05,0.13195493817329407,8,3,0.375,5.754781886935234e-05,1.9151304513798095e-05
805,9065,3.835229290416464e-05,0.11372175067663193,11,3,0.27272728085517883,2.0823339582420886e-05,-1.752894968376495e-05
806,6747,3.822470171144232e-05,0.16766493022441864,20,11,0.550000011920929,8.563793380744755e-05,4.741323209600523e-05
807,12682,3.8194000808289275e-05,0.10142900794744492,18,10,0.5555555820465088,0.00019139873620588332,0.00015320473175961524
808,9158,3.819104313151911e-05,0.050807420164346695,29,12,0.4137931168079376,0.0005051703192293644,0.00046697925426997244
809,9476,3.817954348050989e-05,0.2287723273038864,5,4,0.800000011920929,3.4785931347869337e-05,-3.393610768398503e-06
810,14272,3.81427162210457e-05,0.13906602561473846,13,4,0.3076923191547394,9.894366667140275e-05,6.0800957726314664e-05
811,15803,3.79759403585922e-05,0.15511184930801392,7,4,0.5714285969734192,2.1605712390737608e-05,-1.6370229786843993e-05
812,8726,3.779702456085943e-05,0.05862056091427803,11,6,0.5454545617103577,0.0004463893419597298,0.00040859231376089156
813,4547,3.7734880606876686e-05,0.1620420664548874,8,6,0.75,4.276156687410548e-05,5.02668763147085e-06
814,7362,3.7646568671334535e-05,0.10989391803741455,15,8,0.5333333611488342,9.381741983816028e-05,5.6170858442783356e-05
815,2055,3.7483150663319975e-05,0.04658866673707962,16,8,0.5,0.0007453648722730577,0.0007078816997818649
816,4426,3.7442321627167985e-05,0.02140364609658718,12,6,0.5,-0.0003127441741526127,-0.00035018654307350516
817,10280,3.7376572436187416e-05,0.20693974196910858,15,10,0.6666666865348816,6.634466262767091e-05,2.8968095648451708e-05
818,9849,3.723726695170626e-05,0.11312089115381241,17,9,0.529411792755127,-6.0468843003036454e-05,-9.770611359272152e-05
819,4113,3.705426934175193e-05,0.07099688053131104,12,6,0.5,0.00021652104624081403,0.00017946676234714687
820,5223,3.671033482532948e-05,0.17387565970420837,4,3,0.75,7.28109953342937e-05,3.610066050896421e-05
821,9456,3.608167025959119e-05,0.18125295639038086,9,5,0.5555555820465088,2.627688809297979e-05,-9.804782166611403e-06
822,9005,3.575972732505761e-05,0.22461727261543274,17,10,0.5882353186607361,-0.0002923334832303226,-0.000328093214193359
823,11119,3.5534634662326425e-05,0.07703037559986115,23,13,0.5652173757553101,0.00020773091819137335,0.00017219629080500454
824,15742,3.5466160625219345e-05,0.21982404589653015,13,11,0.8461538553237915,0.00021424877922981977,0.00017878263315651566
825,1899,3.531168113113381e-05,0.06600508838891983,16,10,0.625,-0.0004102468374185264,-0.00044555854401551187
826,4084,3.505642234813422e-05,0.017428915947675705,30,18,0.6000000238418579,-0.0010269988561049104,-0.0010620553512126207
827,9901,3.501745595713146e-05,0.05069037526845932,6,2,0.3333333432674408,7.160421955632046e-05,3.658675268525258e-05
828,4148,3.499045124044642e-05,0.1738189309835434,30,13,0.4333333373069763,2.030217547144275e-05,-1.4688283044961281e-05
829,9291,3.479675069684163e-05,0.1739562749862671,8,4,0.5,5.716072701034136e-05,2.2363970856531523e-05
830,2028,3.461710366536863e-05,0.15980389714241028,6,3,0.5,3.386966636753641e-05,-7.474358199033304e-07
831,15155,3.456992271821946e-05,0.15676596760749817,4,2,0.5,-1.0839202332135756e-05,-4.540912777883932e-05
832,5012,3.4517164749559015e-05,0.013804061338305473,10,2,0.20000000298023224,0.0003663999668788165,0.00033188285306096077
833,8007,3.4508197131799534e-05,0.12537339329719543,4,2,0.5,3.4210144804092124e-05,-2.980540614316851e-07
834,13708,3.433251549722627e-05,0.16820520162582397,5,4,0.800000011920929,2.9195687602623366e-05,-5.1368265303608496e-06
835,10478,3.40908627549652e-05,0.16476112604141235,5,4,0.800000011920929,6.142780421214411e-06,-2.794808278849814e-05
836,3181,3.399827255634591e-05,0.2637347877025604,18,10,0.5555555820465088,-1.754217919369694e-05,-5.154045720701106e-05
837,7926,3.398874105187133e-05,0.18864497542381287,13,9,0.692307710647583,-5.164316462469287e-06,-3.915305569535121e-05
838,3574,3.398439002921805e-05,0.13252690434455872,9,5,0.5555555820465088,-2.528425284253899e-05,-5.9268641052767634e-05
839,13628,3.386118987691589e-05,0.09387782961130142,4,2,0.5,4.595889549818821e-05,1.2097710168745834e-05
840,8028,3.384268347872421e-05,0.08497398346662521,14,6,0.4285714328289032,2.100918754877057e-05,-1.2833491382480133e-05
841,12340,3.382209615665488e-05,0.02234126441180706,20,9,0.44999998807907104,5.450033495435491e-05,2.0678240616689436e-05
842,3782,3.381917849765159e-05,0.056311365216970444,9,4,0.4444444477558136,0.00029534322675317526,0.0002615240518935025
843,4822,3.377040411578491e-05,0.18881992995738983,14,8,0.5714285969734192,2.1923979147686623e-05,-1.1846426787087694e-05
844,102,3.368279431015253e-05,0.17528940737247467,8,5,0.625,4.991887180949561e-05,1.6236077499343082e-05
845,14322,3.354743239469826e-05,0.07026556134223938,11,4,0.3636363744735718,9.010647772811353e-05,5.6559052609372884e-05
846,13329,3.350506449351087e-05,0.05368456989526749,22,12,0.5454545617103577,-6.48624190944247e-05,-9.836749086389318e-05
