benchmark,specification,rank,feature_id,aggregation,effect_to_permutation_variability,effect,roc_auc,pr_auc,pr_lift,permutation_p_nominal,positive_support,positives,control_support,n,decoder_model_a_norm,decoder_model_b_norm,decoder_model_b_specificity
humanevalplus,mean,8,9142,mean,1.877272129058838,0.06236134469509125,0.6666666666666666,0.8106115948834527,1.1431701979125615,0.04975124378109453,12,39,1,55,0.7148157358169556,0.6993126273155212,0.494518518447876
humanevalplus,mean,9,2346,mean,1.8674499988555908,0.29689908027648926,0.6506410256410257,0.8460849177517715,1.1931966788807034,0.06965174129353234,27,39,6,55,0.7001155018806458,0.7140292525291443,0.5049194693565369
humanevalplus,mean,10,3233,mean,1.848073959350586,0.14157357811927795,0.6410256410256411,0.8307920870156315,1.1716298663040956,0.05970149253731343,35,39,13,55,0.614837646484375,0.7886533737182617,0.5619226098060608
humanevalplus,active_fraction,1,3612,active_fraction,2.8482096195220947,0.16860023140907288,0.7459935897435898,0.892810458423397,1.2590916721355598,0.004975124378109453,29,39,4,55,0.9504075050354004,0.3110072910785675,0.24655434489250183
humanevalplus,active_fraction,2,1700,active_fraction,2.64870023727417,0.062402889132499695,0.7980769230769231,0.9079671410874007,1.2804664810206934,0.009950248756218905,36,39,6,55,0.8058421611785889,0.5921303033828735,0.4235636293888092
humanevalplus,active_fraction,3,7097,active_fraction,2.4643430709838867,0.20682403445243835,0.7299679487179487,0.893652051453523,1.2602785341011222,0.009950248756218905,39,39,14,55,0.9039792418479919,0.42757558822631836,0.3211100101470947
humanevalplus,active_fraction,4,3638,active_fraction,2.2405693531036377,0.021178172901272774,0.624198717948718,0.7903413522518453,1.1145839583038843,0.01990049751243781,12,39,1,55,0.6385089755058289,0.7696151733398438,0.5465534925460815
humanevalplus,active_fraction,5,9142,active_fraction,2.205085039138794,0.02372431568801403,0.6666666666666666,0.8106115948834527,1.1431701979125615,0.03482587064676617,12,39,1,55,0.7148157358169556,0.6993126273155212,0.494518518447876
humanevalplus,active_fraction,6,2151,active_fraction,2.118720293045044,0.029637619853019714,0.6442307692307693,0.823422212786545,1.161236453929743,0.029850746268656716,18,39,3,55,0.695466160774231,0.7185578346252441,0.5081652402877808
humanevalplus,active_fraction,7,12047,active_fraction,2.096785306930542,0.039467696100473404,0.6410256410256411,0.8460011247137663,1.1930785092117218,0.03482587064676617,24,39,4,55,0.6256125569343567,0.7801341414451599,0.5549606680870056
humanevalplus,active_fraction,8,3796,active_fraction,2.033123731613159,0.039625946432352066,0.5961538461538461,0.795743452230141,1.1222023044271219,0.029850746268656716,21,39,2,55,0.7362502813339233,0.6767084002494812,0.4789300858974457
humanevalplus,active_fraction,9,4991,active_fraction,2.0297653675079346,0.03972240537405014,0.5897435897435898,0.8026597183339726,1.1319560130350896,0.03980099502487562,21,39,8,55,0.7429800629615784,0.6693124175071716,0.4739191234111786
humanevalplus,active_fraction,10,7109,active_fraction,2.009622573852539,0.03125811740756035,0.657051282051282,0.830445437810659,1.171141002040673,0.04975124378109453,31,39,5,55,0.6551594734191895,0.7554898262023926,0.535561740398407
