transition,candidate_rank,benchmark,feature_id,aggregation,evidence_rank,task_id,base_text_score,model_b_text_score,delta,base_text_tokens,model_b_text_tokens
regression,25,bigcodebench,9686,max,7,BigCodeBench/16,0.0,15.888862609863281,15.888862609863281,144,503
regression,25,bigcodebench,9686,max,8,BigCodeBench/767,0.0,15.831989288330078,15.831989288330078,63,513
regression,25,bigcodebench,9686,max,9,BigCodeBench/704,0.0,15.64111328125,15.64111328125,98,511
regression,25,bigcodebench,9686,max,10,BigCodeBench/73,0.0,15.267858505249023,15.267858505249023,302,513
improvement,1,bigcodebench,3078,max,1,BigCodeBench/59,10.0974702835083,35.51551055908203,25.41804027557373,152,69
improvement,1,bigcodebench,3078,max,2,BigCodeBench/268,0.0,9.24717903137207,9.24717903137207,513,10
improvement,1,bigcodebench,3078,max,3,BigCodeBench/631,6.108487606048584,6.020688056945801,-0.0877995491027832,66,46
improvement,1,bigcodebench,3078,max,4,BigCodeBench/920,16.700443267822266,15.830964088439941,-0.8694791793823242,115,96
improvement,2,bigcodebench,2286,max,1,BigCodeBench/268,0.6730533838272095,9.974494934082031,9.301441550254822,513,10
improvement,2,bigcodebench,2286,max,2,BigCodeBench/631,9.374795913696289,17.002731323242188,7.627935409545898,66,46
improvement,2,bigcodebench,2286,max,3,BigCodeBench/920,12.60717487335205,12.894509315490723,0.2873344421386719,115,96
improvement,2,bigcodebench,2286,max,4,BigCodeBench/59,12.450806617736816,12.561089515686035,0.11028289794921875,152,69
improvement,3,bigcodebench,12766,max,1,BigCodeBench/631,2.4780726432800293,15.955260276794434,13.477187633514404,66,46
improvement,3,bigcodebench,12766,max,2,BigCodeBench/268,0.0,6.931757926940918,6.931757926940918,513,10
improvement,3,bigcodebench,12766,max,3,BigCodeBench/59,12.020684242248535,14.295158386230469,2.2744741439819336,152,69
improvement,3,bigcodebench,12766,max,4,BigCodeBench/920,3.6263558864593506,3.9484457969665527,0.32208991050720215,115,96
improvement,4,bigcodebench,9011,max,1,BigCodeBench/268,1.8111878633499146,15.721696853637695,13.91050899028778,513,10
improvement,4,bigcodebench,9011,max,2,BigCodeBench/920,5.524174690246582,14.08788776397705,8.563713073730469,115,96
improvement,4,bigcodebench,9011,max,3,BigCodeBench/59,9.481557846069336,11.046456336975098,1.5648984909057617,152,69
improvement,4,bigcodebench,9011,max,4,BigCodeBench/631,12.175331115722656,9.973922729492188,-2.2014083862304688,66,46
improvement,5,bigcodebench,5935,max,1,BigCodeBench/59,7.967659950256348,23.932865142822266,15.965205192565918,152,69
improvement,5,bigcodebench,5935,max,2,BigCodeBench/268,1.2856698036193848,9.00770092010498,7.722031116485596,513,10
improvement,5,bigcodebench,5935,max,3,BigCodeBench/920,1.7372114658355713,3.443544387817383,1.7063329219818115,115,96
improvement,5,bigcodebench,5935,max,4,BigCodeBench/631,4.391749382019043,4.6766357421875,0.28488636016845703,66,46
improvement,6,bigcodebench,3574,early_max,1,BigCodeBench/268,0.0,16.847970962524414,16.847970962524414,513,10
improvement,6,bigcodebench,3574,early_max,2,BigCodeBench/920,0.0,2.24491810798645,2.24491810798645,115,96
improvement,6,bigcodebench,3574,early_max,3,BigCodeBench/59,2.850611686706543,2.8529725074768066,0.002360820770263672,152,69
improvement,6,bigcodebench,3574,early_max,4,BigCodeBench/631,0.0,0.0,0.0,66,46
improvement,7,bigcodebench,2374,max,1,BigCodeBench/268,3.7094953060150146,11.4483642578125,7.738868951797485,513,10
improvement,7,bigcodebench,2374,max,2,BigCodeBench/631,14.871597290039062,22.253360748291016,7.381763458251953,66,46
improvement,7,bigcodebench,2374,max,3,BigCodeBench/920,6.387745380401611,11.998894691467285,5.611149311065674,115,96
improvement,7,bigcodebench,2374,max,4,BigCodeBench/59,12.062623023986816,12.136404037475586,0.07378101348876953,152,69
improvement,8,bigcodebench,1420,max,1,BigCodeBench/59,9.463605880737305,18.326000213623047,8.862394332885742,152,69
improvement,8,bigcodebench,1420,max,2,BigCodeBench/631,5.7546257972717285,11.971170425415039,6.2165446281433105,66,46
improvement,8,bigcodebench,1420,max,3,BigCodeBench/268,2.5606942176818848,8.525367736816406,5.9646735191345215,513,10
improvement,8,bigcodebench,1420,max,4,BigCodeBench/920,6.721066474914551,3.5091116428375244,-3.2119548320770264,115,96
improvement,9,bigcodebench,14854,max,1,BigCodeBench/59,13.572006225585938,21.167694091796875,7.5956878662109375,152,69
improvement,9,bigcodebench,14854,max,2,BigCodeBench/268,1.826683521270752,9.31795597076416,7.491272449493408,513,10
improvement,9,bigcodebench,14854,max,3,BigCodeBench/631,19.569473266601562,22.60881233215332,3.039339065551758,66,46
improvement,9,bigcodebench,14854,max,4,BigCodeBench/920,11.389364242553711,12.326912879943848,0.9375486373901367,115,96
improvement,10,bigcodebench,13768,max,1,BigCodeBench/920,7.11268424987793,13.991647720336914,6.878963470458984,115,96
improvement,10,bigcodebench,13768,max,2,BigCodeBench/631,2.6886658668518066,9.564584732055664,6.875918865203857,66,46
improvement,10,bigcodebench,13768,max,3,BigCodeBench/268,8.072295188903809,13.073060035705566,5.000764846801758,513,10
improvement,10,bigcodebench,13768,max,4,BigCodeBench/59,7.523204803466797,10.807133674621582,3.283928871154785,152,69
improvement,11,bigcodebench,10961,max,1,BigCodeBench/631,2.869381904602051,15.19189453125,12.32251262664795,66,46
improvement,11,bigcodebench,10961,max,2,BigCodeBench/268,3.3485541343688965,5.5737433433532715,2.225189208984375,513,10
improvement,11,bigcodebench,10961,max,3,BigCodeBench/920,3.259092330932617,2.906292676925659,-0.352799654006958,115,96
improvement,11,bigcodebench,10961,max,4,BigCodeBench/59,5.732625484466553,4.5857367515563965,-1.1468887329101562,152,69
improvement,12,bigcodebench,4561,max,1,BigCodeBench/631,9.109227180480957,20.048418045043945,10.939190864562988,66,46
improvement,12,bigcodebench,4561,max,2,BigCodeBench/268,0.0,5.368647575378418,5.368647575378418,513,10
improvement,12,bigcodebench,4561,max,3,BigCodeBench/920,4.714807987213135,4.671322822570801,-0.043485164642333984,115,96
improvement,12,bigcodebench,4561,max,4,BigCodeBench/59,4.583501815795898,3.925637722015381,-0.6578640937805176,152,69
improvement,13,bigcodebench,3537,max,1,BigCodeBench/268,0.0,9.483689308166504,9.483689308166504,513,10
improvement,13,bigcodebench,3537,max,2,BigCodeBench/59,4.6073479652404785,11.659687995910645,7.052340030670166,152,69
improvement,13,bigcodebench,3537,max,3,BigCodeBench/631,1.2109886407852173,3.142503499984741,1.931514859199524,66,46
improvement,13,bigcodebench,3537,max,4,BigCodeBench/920,6.522053241729736,6.658184051513672,0.13613080978393555,115,96
improvement,14,bigcodebench,15922,max,1,BigCodeBench/268,3.3244540691375732,15.623562812805176,12.299108743667603,513,10
improvement,14,bigcodebench,15922,max,2,BigCodeBench/631,8.975687980651855,13.448066711425781,4.472378730773926,66,46
improvement,14,bigcodebench,15922,max,3,BigCodeBench/920,16.372079849243164,18.00592803955078,1.6338481903076172,115,96
improvement,14,bigcodebench,15922,max,4,BigCodeBench/59,4.691219329833984,2.3631293773651123,-2.328089952468872,152,69
improvement,15,bigcodebench,7097,max,1,BigCodeBench/268,2.628230094909668,11.955583572387695,9.327353477478027,513,10
improvement,15,bigcodebench,7097,max,2,BigCodeBench/631,3.8424296379089355,10.673300743103027,6.830871105194092,66,46
improvement,15,bigcodebench,7097,max,3,BigCodeBench/59,4.005066871643066,4.215664863586426,0.21059799194335938,152,69
improvement,15,bigcodebench,7097,max,4,BigCodeBench/920,7.737170219421387,7.6355085372924805,-0.10166168212890625,115,96
improvement,16,bigcodebench,5215,max,1,BigCodeBench/920,0.0,14.532294273376465,14.532294273376465,115,96
improvement,16,bigcodebench,5215,max,2,BigCodeBench/59,14.321240425109863,23.567737579345703,9.24649715423584,152,69
improvement,16,bigcodebench,5215,max,3,BigCodeBench/631,0.0,2.6072921752929688,2.6072921752929688,66,46
improvement,16,bigcodebench,5215,max,4,BigCodeBench/268,0.0,0.0,0.0,513,10
improvement,17,bigcodebench,5862,max,1,BigCodeBench/268,0.0,16.31727409362793,16.31727409362793,513,10
improvement,17,bigcodebench,5862,max,2,BigCodeBench/631,5.291280269622803,14.656983375549316,9.365703105926514,66,46
improvement,17,bigcodebench,5862,max,3,BigCodeBench/920,5.808262348175049,5.319257736206055,-0.48900461196899414,115,96
improvement,17,bigcodebench,5862,max,4,BigCodeBench/59,4.419714450836182,2.484612226486206,-1.9351022243499756,152,69
improvement,18,bigcodebench,5534,max,1,BigCodeBench/268,4.9683732986450195,15.973384857177734,11.005011558532715,513,10
improvement,18,bigcodebench,5534,max,2,BigCodeBench/631,5.652737140655518,12.225695610046387,6.572958469390869,66,46
improvement,18,bigcodebench,5534,max,3,BigCodeBench/59,15.866092681884766,15.875249862670898,0.009157180786132812,152,69
improvement,18,bigcodebench,5534,max,4,BigCodeBench/920,12.028600692749023,10.145642280578613,-1.8829584121704102,115,96
improvement,19,bigcodebench,2208,max,1,BigCodeBench/920,2.7972586154937744,11.447702407836914,8.65044379234314,115,96
improvement,19,bigcodebench,2208,max,2,BigCodeBench/268,7.644708633422852,11.813617706298828,4.168909072875977,513,10
improvement,19,bigcodebench,2208,max,3,BigCodeBench/631,5.121932506561279,6.851072311401367,1.729139804840088,66,46
improvement,19,bigcodebench,2208,max,4,BigCodeBench/59,7.09490966796875,8.699295997619629,1.604386329650879,152,69
improvement,20,bigcodebench,5244,max,1,BigCodeBench/59,1.3345649242401123,11.812362670898438,10.477797746658325,152,69
improvement,20,bigcodebench,5244,max,2,BigCodeBench/920,1.519260287284851,1.454547643661499,-0.06471264362335205,115,96
improvement,20,bigcodebench,5244,max,3,BigCodeBench/268,3.2077033519744873,2.7217259407043457,-0.4859774112701416,513,10
improvement,20,bigcodebench,5244,max,4,BigCodeBench/631,6.048891067504883,4.232043743133545,-1.816847324371338,66,46
improvement,21,bigcodebench,13404,max,1,BigCodeBench/268,1.924635410308838,8.929337501525879,7.004702091217041,513,10
improvement,21,bigcodebench,13404,max,2,BigCodeBench/631,5.546346664428711,8.815839767456055,3.2694931030273438,66,46
improvement,21,bigcodebench,13404,max,3,BigCodeBench/920,3.066957950592041,3.7406458854675293,0.6736879348754883,115,96
improvement,21,bigcodebench,13404,max,4,BigCodeBench/59,4.287230014801025,1.8137606382369995,-2.473469376564026,152,69
improvement,22,bigcodebench,8720,early_max,1,BigCodeBench/631,0.0,8.49687385559082,8.49687385559082,66,46
improvement,22,bigcodebench,8720,early_max,2,BigCodeBench/920,9.257616996765137,11.979817390441895,2.722200393676758,115,96
improvement,22,bigcodebench,8720,early_max,3,BigCodeBench/59,0.0,0.0,0.0,152,69
improvement,22,bigcodebench,8720,early_max,4,BigCodeBench/268,2.884308099746704,2.536364793777466,-0.3479433059692383,513,10
improvement,23,bigcodebench,10417,max,1,BigCodeBench/631,3.542499303817749,12.144285202026367,8.601785898208618,66,46
improvement,23,bigcodebench,10417,max,2,BigCodeBench/268,0.8051571846008301,5.617747783660889,4.812590599060059,513,10
improvement,23,bigcodebench,10417,max,3,BigCodeBench/920,16.184341430664062,16.987520217895508,0.8031787872314453,115,96
improvement,23,bigcodebench,10417,max,4,BigCodeBench/59,10.615748405456543,8.032422065734863,-2.5833263397216797,152,69
improvement,24,bigcodebench,970,early_max,1,BigCodeBench/268,0.0,9.886567115783691,9.886567115783691,513,10
improvement,24,bigcodebench,970,early_max,2,BigCodeBench/920,3.8561739921569824,7.2192769050598145,3.363102912902832,115,96
improvement,24,bigcodebench,970,early_max,3,BigCodeBench/631,1.1801841259002686,3.2168028354644775,2.036618709564209,66,46
improvement,24,bigcodebench,970,early_max,4,BigCodeBench/59,1.613907814025879,1.618424415588379,0.0045166015625,152,69
improvement,25,bigcodebench,13746,max,1,BigCodeBench/268,0.0,8.57972526550293,8.57972526550293,513,10
improvement,25,bigcodebench,13746,max,2,BigCodeBench/631,1.50178062915802,5.528037071228027,4.026256442070007,66,46
improvement,25,bigcodebench,13746,max,3,BigCodeBench/59,7.90970516204834,6.37633752822876,-1.53336763381958,152,69
improvement,25,bigcodebench,13746,max,4,BigCodeBench/920,9.0866060256958,6.656786918640137,-2.429819107055664,115,96
