case_id,crosscoder_run,benchmark,feature_id,selected_category,category_rank,task_id,transition,base_contribution,variant_contribution,differential
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,175,base_pass_variant_fail,2.002819061279297,4.720989227294922,2.718170166015625
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,179,base_pass_variant_fail,2.333691358566284,4.816052436828613,2.482361078262329
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,180,base_pass_variant_fail,1.3671029806137085,4.138219833374023,2.7711167335510254
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,183,both_pass,1.999586582183838,3.0900611877441406,1.0904746055603027
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,216,base_pass_variant_fail,1.4646512269973755,2.934438705444336,1.4697874784469604
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,217,both_pass,3.033947229385376,2.504885196685791,-0.529062032699585
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,228,both_pass,1.3407256603240967,2.991711139678955,1.6509854793548584
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,238,base_pass_variant_fail,0.943610668182373,3.968604803085327,3.024994134902954
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,240,base_pass_variant_fail,1.9118516445159912,3.6430938243865967,1.7312421798706055
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,242,base_pass_variant_fail,1.8774839639663696,4.111631870269775,2.2341480255126953
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,243,both_pass,1.5813028812408447,2.6377816200256348,1.05647873878479
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,247,both_pass,1.8908339738845825,3.439824342727661,1.5489903688430786
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,249,both_pass,2.1977643966674805,2.804835319519043,0.6070709228515625
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,250,both_pass,1.8429336547851562,3.035452365875244,1.192518711090088
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,251,both_pass,1.5202982425689697,3.2159996032714844,1.6957013607025146
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,259,base_pass_variant_fail,1.7117019891738892,5.1827239990234375,3.471022129058838
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,265,both_pass,1.9181311130523682,2.9783616065979004,1.0602304935455322
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,272,both_pass,1.7005478143692017,3.3658668994903564,1.6653190851211548
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,284,both_pass,1.8466320037841797,3.173053503036499,1.3264214992523193
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,286,both_pass,2.2213730812072754,3.380852699279785,1.1594796180725098
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,289,base_pass_variant_fail,2.3730409145355225,3.1675546169281006,0.7945137023925781
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,295,both_pass,1.8030073642730713,3.8169164657592773,2.013909101486206
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,337,base_pass_variant_fail,2.0283610820770264,5.2434468269348145,3.215085744857788
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,353,base_pass_variant_fail,1.9469043016433716,3.742661714553833,1.7957574129104614
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,355,base_pass_variant_fail,2.115338087081909,5.5233588218688965,3.4080207347869873
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,357,both_pass,2.6828246116638184,5.550809383392334,2.8679847717285156
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,362,both_pass,2.0407471656799316,3.43933367729187,1.3985865116119385
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,370,both_pass,1.7246508598327637,3.0465333461761475,1.3218824863433838
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,375,both_pass,1.565001130104065,2.627459764480591,1.0624586343765259
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,379,both_pass,1.7447459697723389,2.970411777496338,1.225665807723999
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,384,base_pass_variant_fail,1.3857567310333252,3.888209342956543,2.5024526119232178
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,392,base_pass_variant_fail,1.7038954496383667,4.957768440246582,3.253872871398926
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,393,both_pass,2.240873336791992,3.575995922088623,1.3351225852966309
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,399,base_pass_variant_fail,1.2281935214996338,6.081709861755371,4.853516578674316
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,405,both_pass,0.9652596116065979,3.1489768028259277,2.1837172508239746
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,407,both_pass,1.8465334177017212,4.0186662673950195,2.172132968902588
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,408,both_pass,1.5763239860534668,2.398170232772827,0.8218462467193604
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,409,base_pass_variant_fail,1.7300798892974854,3.49688982963562,1.7668099403381348
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,418,base_pass_variant_fail,1.9475380182266235,4.603936672210693,2.6563987731933594
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,423,both_pass,1.3196991682052612,3.2329797744750977,1.9132806062698364
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,426,both_pass,1.4737987518310547,3.3494155406951904,1.8756167888641357
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,431,both_pass,1.8930473327636719,3.4854626655578613,1.5924153327941895
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,448,both_pass,2.8172779083251953,3.2459120750427246,0.4286341667175293
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,454,both_pass,2.496678352355957,3.6023638248443604,1.1056854724884033
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,465,both_pass,2.0800962448120117,4.138051986694336,2.057955741882324
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,470,base_pass_variant_fail,2.3874382972717285,4.606839656829834,2.2194013595581055
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,476,base_pass_variant_fail,2.01483416557312,3.5525050163269043,1.5376708507537842
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,486,base_pass_variant_fail,1.6459721326828003,6.081729412078857,4.435757160186768
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,487,base_pass_variant_fail,1.9298068284988403,3.6047616004943848,1.6749547719955444
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,494,both_pass,2.0988426208496094,3.714401960372925,1.6155593395233154
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,505,both_pass,1.2182960510253906,2.4627132415771484,1.2444171905517578
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,512,base_pass_variant_fail,2.4251980781555176,2.8644964694976807,0.4392983913421631
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,515,both_pass,1.525618314743042,3.1045098304748535,1.5788915157318115
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,533,base_pass_variant_fail,2.6396775245666504,3.5669095516204834,0.927232027053833
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,539,both_pass,1.9440516233444214,1.720871925354004,-0.22317969799041748
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,544,both_pass,1.5304415225982666,2.1831202507019043,0.6526787281036377
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,547,both_pass,1.985647201538086,2.596421003341675,0.6107738018035889
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,556,both_pass,2.3114311695098877,3.4899044036865234,1.1784732341766357
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,559,both_pass,1.861825942993164,3.7356925010681152,1.8738665580749512
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,588,both_pass,1.6836943626403809,3.061336040496826,1.3776416778564453
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,589,base_pass_variant_fail,0.8107587695121765,2.9299824237823486,2.1192235946655273
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,591,base_pass_variant_fail,1.8051538467407227,5.334695816040039,3.5295419692993164
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,596,both_pass,2.4120442867279053,2.8548126220703125,0.4427683353424072
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,607,base_pass_variant_fail,1.2565213441848755,3.0554728507995605,1.798951506614685
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,609,both_pass,1.4829498529434204,3.569751262664795,2.086801528930664
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,622,base_pass_variant_fail,2.779848098754883,3.616262197494507,0.836414098739624
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,623,base_pass_variant_fail,1.1507673263549805,3.26357102394104,2.1128036975860596
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,629,both_pass,1.5275256633758545,3.123570442199707,1.5960447788238525
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,631,both_pass,1.9150584936141968,4.242812633514404,2.327754020690918
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,637,both_pass,1.939898133277893,3.1944708824157715,1.2545727491378784
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,639,both_pass,1.3963112831115723,2.1264498233795166,0.7301385402679443
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,640,both_pass,1.4167455434799194,2.9620180130004883,1.5452724695205688
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,646,both_pass,1.4203248023986816,2.391063690185547,0.9707388877868652
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,650,both_pass,3.1456050872802734,1.7627874612808228,-1.3828176259994507
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,660,both_pass,2.086712121963501,3.558539867401123,1.471827745437622
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,682,both_pass,1.665423035621643,4.011424541473389,2.346001625061035
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,689,base_pass_variant_fail,0.8421282172203064,2.9536492824554443,2.111521005630493
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,694,both_pass,1.3946621417999268,3.0674941539764404,1.6728320121765137
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,703,both_pass,1.7550342082977295,2.755006790161133,0.9999725818634033
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,713,base_pass_variant_fail,1.516647458076477,3.221707344055176,1.7050598859786987
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,725,both_pass,2.224679946899414,3.9880409240722656,1.7633609771728516
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,734,both_pass,1.7846838235855103,3.028268337249756,1.2435845136642456
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,756,base_pass_variant_fail,1.7885868549346924,3.416883945465088,1.6282970905303955
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,758,both_pass,1.7775202989578247,2.543726921081543,0.7662066221237183
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,770,base_pass_variant_fail,2.840097427368164,2.360719680786133,-0.47937774658203125
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,772,both_pass,2.268665075302124,3.284228563308716,1.0155634880065918
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,782,both_pass,1.5053250789642334,2.6528029441833496,1.1474778652191162
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,795,both_pass,1.3627654314041138,3.422952175140381,2.0601868629455566
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,805,both_pass,1.4204002618789673,3.9355549812316895,2.5151548385620117
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,810,both_pass,2.1794755458831787,3.9027717113494873,1.7232961654663086
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,816,both_pass,1.6633247137069702,2.651498556137085,0.9881738424301147
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,826,both_pass,1.7447869777679443,4.083507061004639,2.3387200832366943
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,834,both_pass,2.3220579624176025,4.172379970550537,1.8503220081329346
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,846,base_pass_variant_fail,1.7470759153366089,2.770613193511963,1.023537278175354
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,855,both_pass,1.1952003240585327,2.815629482269287,1.6204291582107544
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,877,both_pass,1.6906062364578247,3.6328415870666504,1.9422353506088257
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,883,both_pass,1.88958740234375,3.861989736557007,1.9724023342132568
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,886,both_pass,1.7580766677856445,3.5423226356506348,1.7842459678649902
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,896,both_pass,1.6145169734954834,2.5266640186309814,0.912147045135498
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,908,base_pass_variant_fail,1.6128807067871094,5.706928730010986,4.094048023223877
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,921,both_pass,2.9374873638153076,3.5411934852600098,0.6037061214447021
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,923,both_pass,1.6539641618728638,3.5085513591766357,1.854587197303772
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,926,base_pass_variant_fail,1.324115514755249,4.15031099319458,2.826195478439331
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,927,base_pass_variant_fail,1.848296046257019,2.901538610458374,1.053242564201355
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,944,both_pass,1.372429370880127,5.270332336425781,3.8979029655456543
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,948,both_pass,1.865191102027893,2.854088306427002,0.9888972043991089
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,950,both_pass,1.1843746900558472,2.563225507736206,1.3788508176803589
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,953,base_pass_variant_fail,2.2668027877807617,5.2305707931518555,2.9637680053710938
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,960,both_pass,1.5246903896331787,3.239753484725952,1.7150630950927734
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,967,both_pass,2.35477614402771,3.3373637199401855,0.9825875759124756
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,977,both_pass,2.4457690715789795,4.087628364562988,1.6418592929840088
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,981,both_pass,1.8576204776763916,4.981820583343506,3.1242001056671143
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,982,both_pass,3.407438039779663,4.128361701965332,0.720923662185669
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,990,base_pass_variant_fail,2.36785888671875,3.382887840270996,1.015028953552246
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,1002,both_pass,2.09421443939209,3.654860734939575,1.5606462955474854
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,1010,base_pass_variant_fail,1.6912890672683716,3.029625654220581,1.3383365869522095
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,1011,base_pass_variant_fail,2.5952253341674805,3.381530284881592,0.7863049507141113
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,1017,base_pass_variant_fail,1.7934980392456055,3.4825146198272705,1.689016580581665
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,1032,base_pass_variant_fail,1.7898826599121094,3.633070230484009,1.8431875705718994
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,1033,both_pass,1.7031705379486084,2.8322913646698,1.1291208267211914
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,1034,both_pass,2.060206174850464,6.142459869384766,4.082253456115723
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,1035,both_pass,1.9902465343475342,4.3477349281311035,2.3574883937835693
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,1036,both_pass,2.2612085342407227,3.9532203674316406,1.692011833190918
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,1048,base_pass_variant_fail,1.875586748123169,3.2724530696868896,1.3968663215637207
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,deepseek_base_finetuned_layer16,bigcodebench,16289,variant_increase_associated_with_regression,3,1050,both_pass,1.416266918182373,1.1009736061096191,-0.3152933120727539
