case_id,transition,category,aggregation,top_feature_id,pr_auc,roc_auc,normalized_pr_effect,effect_to_variability,p_maxT,difference_count
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p70,494,0.5355342629826051,0.679585326953748,0.2948565628917731,4.462835589137394,1.0,802
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p80,12031,0.5438193626972887,0.6875598086124401,0.3074348506404292,4.826095304801847,0.9950248756218906,802
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p90,7608,0.5597302482036458,0.6875598086124401,0.3315904677273532,4.704261393355898,0.9104477611940298,802
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p95,7608,0.616725821599796,0.7044657097288676,0.4181201109742358,6.048130506384902,0.0348258706467661,802
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p99,3446,0.6004412916346711,0.6669856459330143,0.393397233663546,5.164232887330608,0.099502487562189,802
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p50,5102,0.7761267959968212,0.7666666666666667,0.6044906729277175,5.052911955170364,1.0,85
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p60,5102,0.7671211946243955,0.7347826086956522,0.5885807771697654,4.82053948311774,1.0,85
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p70,5102,0.715669597954264,0.7043478260869566,0.4976829563858663,4.006914974390272,1.0,85
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p80,10156,0.7206621565279842,0.7,0.5065031431994387,4.162353970265029,1.0,85
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p90,14935,0.7338492186006628,0.7231884057971014,0.5298002861945043,4.372759581091025,1.0,85
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p95,14935,0.7392932120244714,0.7188405797101449,0.5394180079098995,4.454062490089507,1.0,85
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p99,138,0.6655330116638258,0.6260869565217392,0.4091083206060923,3.0243845093602637,1.0,85
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p50,11121,1.0,1.0,1.0,5.999130464306221,1.0,85
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p60,4459,1.0,1.0,1.0,6.041631413669532,1.0,85
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p70,15119,1.0,1.0,1.0,6.417647428690922,1.0,9
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p80,4543,1.0,1.0,1.0,6.403864708241761,1.0,12
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p90,10678,1.0,1.0,1.0,6.835214526861562,1.0,10
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p95,13235,1.0,1.0,1.0,6.558318661232918,1.0,14
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p99,3094,1.0,1.0,1.0,6.156104173518018,1.0,85
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p50,8059,0.8080260239785714,0.8028985507246377,0.6608459756954761,5.313465787102851,1.0,85
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p60,8059,0.8394438260508063,0.8304347826086956,0.7163507593564243,5.8385350241298735,1.0,85
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p70,8059,0.7967504029165724,0.7898550724637681,0.6409257118192779,5.412166668507187,1.0,85
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p80,3600,0.7899195851655993,0.7652173913043478,0.6288579337925588,5.319305582034478,1.0,85
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p90,1072,0.8093881234285983,0.7884057971014493,0.6632523513905237,5.3909379610833446,1.0,85
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p95,8059,0.7950204587009441,0.763768115942029,0.6378694770383345,5.48697204591277,1.0,85
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p99,8059,0.8289015449693738,0.8043478260869565,0.6977260627792271,5.820464636814028,1.0,85
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p50,2993,1.0,1.0,1.0,6.126602253933736,1.0,85
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p60,2392,1.0,1.0,1.0,6.180147582033663,1.0,85
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p70,13252,1.0,1.0,1.0,6.310348663029576,1.0,85
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p80,2993,1.0,1.0,1.0,6.077000059581374,1.0,85
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p90,10036,1.0,1.0,1.0,6.102831810441828,1.0,85
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p95,2993,1.0,1.0,1.0,6.085263804394255,1.0,85
deepseek_base_finetuned_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p99,5619,1.0,1.0,1.0,6.755817123520751,1.0,5
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p50,6633,0.4351179421403697,0.5881734722265154,0.1738222308844444,5.33867829649462,1.0,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p60,6633,0.4512543087211144,0.5975085777873945,0.1974227456429133,6.036627695886225,1.0,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p70,6187,0.4342475816999875,0.5978795091341844,0.1725492705612117,5.216885925063761,1.0,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p80,6187,0.4340199583013867,0.593366511081574,0.1722163561252902,5.14307482947095,1.0,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p90,6187,0.4265323715197539,0.5814657970387315,0.1612652599500143,4.9316923792022695,1.0,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p95,15122,0.4190641250204205,0.5933046891904423,0.1503424502304011,4.737302099736713,1.0,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p99,7654,0.4343495723495615,0.6088528948100522,0.1726984387037705,5.085034670554137,1.0,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p50,15037,0.6085125850968073,0.7458371877890841,0.4085135796571327,6.3441031979366285,0.3582089552238806,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p60,15037,0.6012799402673548,0.7264107308048103,0.397585996708286,5.82134984981275,0.4925373134328358,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p70,11104,0.60608562381907,0.6822386679000925,0.4048467577266384,5.933351216965756,0.4029850746268656,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p80,15037,0.6084465723120362,0.7395929694727105,0.4084138429497069,5.980954620589577,0.3582089552238806,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p90,4427,0.5704880466553354,0.6616558741905643,0.351063461794474,4.70899987628751,0.9751243781094528,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p95,15037,0.5833497132625001,0.6970397779833487,0.370495762429212,5.382962792978886,0.8557213930348259,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p99,10727,0.6213385032135779,0.6806197964847364,0.4278918689857318,6.6825647236120975,0.1741293532338308,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p50,656,0.4240579975095804,0.6027943494791506,0.1576463225608035,5.7021727137481255,1.0,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p60,656,0.4252302930586004,0.6036598559549937,0.1593608831632471,5.730078872641117,1.0,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p70,7988,0.4322143472844455,0.606766405984359,0.1695755293170901,5.266079725256813,1.0,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p80,5577,0.4404201972974932,0.5936137986461005,0.1815771334805582,5.77562289896637,1.0,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p90,5577,0.4160715041129666,0.5816667181849092,0.1459655421117452,4.693799202743165,1.0,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p95,11249,0.4230152035453844,0.6091774597384934,0.1561211666826879,5.371066450455714,1.0,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p99,11249,0.4121347824305278,0.5991468579023832,0.1402078235013335,4.48253676233128,1.0,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p50,14099,0.5704880596856726,0.6961147086031453,0.351063481481614,4.9159963767324895,0.9751243781094528,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p60,7147,0.5744234153330714,0.6956521739130435,0.3570092905575752,5.187708907375697,0.9552238805970148,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p70,4434,0.570908933581101,0.6496299722479186,0.3516993670410112,5.131791125887079,0.9751243781094528,686
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p80,1889,0.5587409465564241,0.6734505087881592,0.3333151257754669,5.188543221984286,1.0,419
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p90,7510,0.6175857453090894,0.7240980573543015,0.4222219412822111,6.529829981927711,0.2288557213930348,424
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p95,7510,0.6060913938914042,0.7395929694727105,0.4048554755533172,5.634240684737438,0.4029850746268656,616
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p99,5841,0.5914911853354742,0.6764569842738205,0.3827964648003359,5.2953530496155015,0.6965174129353234,618
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p50,4957,0.8593619445018132,0.7170138888888888,0.609338734727259,3.5237786719551183,1.0,82
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p60,4957,0.8566468194888155,0.7152777777777778,0.6017967208022652,3.4259683517778945,1.0,82
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p70,4957,0.857169847516137,0.7239583333333334,0.6032495764337139,3.515964086164768,1.0,82
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p80,7786,0.8482216046449265,0.7065972222222222,0.5783933462359069,3.660516363673232,1.0,82
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p90,11796,0.8868353286996815,0.7621527777777778,0.6856536908324486,3.667427388634917,1.0,82
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p95,11073,0.8940495374654863,0.8038194444444444,0.7056931596263509,3.961028851853037,1.0,72
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_decrease_associated_with_improvement,p99,11627,0.8887896744032912,0.7829861111111112,0.691082428898031,3.640735837369203,1.0,73
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p50,303,1.0,1.0,1.0,5.25085107338707,1.0,6
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p60,10304,1.0,1.0,1.0,5.25085107338707,1.0,5
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p70,618,1.0,1.0,1.0,5.25085107338707,1.0,7
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p80,3674,1.0,1.0,1.0,5.25085107338707,1.0,5
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p90,2097,1.0,1.0,1.0,5.25085107338707,1.0,12
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p95,412,1.0,1.0,1.0,5.25085107338707,1.0,7
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_decrease_associated_with_regression,p99,1430,1.0,1.0,1.0,5.25085107338707,1.0,7
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p50,14510,0.8899258381211982,0.8107638888888888,0.6942384392255505,3.740089657468176,1.0,82
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p60,10182,0.8813102547858529,0.8350694444444444,0.6703062632940359,3.556095613854912,1.0,82
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p70,4961,0.8657601450702013,0.7552083333333334,0.6271115140838924,3.482104219929974,1.0,82
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p80,5345,0.8772735636509863,0.7847222222222222,0.6590932323638509,3.6376625049301854,1.0,82
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p90,14110,0.9009889650077472,0.7951388888888888,0.7249693472437421,3.6532727756611343,1.0,82
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p95,1074,0.8732352411410798,0.7673611111111112,0.6478756698363326,3.3139989560868184,1.0,82
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,fail_to_pass,variant_increase_associated_with_improvement,p99,14219,0.858368855539658,0.7829861111111112,0.6065801542768279,3.1903611927414848,1.0,82
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p50,3480,1.0,1.0,1.0,4.792367446440776,1.0,82
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p60,11045,1.0,1.0,1.0,4.72019857558848,1.0,82
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p70,15656,1.0,1.0,1.0,5.25085107338707,1.0,5
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p80,14740,1.0,1.0,1.0,4.815869770235922,1.0,82
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p90,3306,1.0,1.0,1.0,5.25085107338707,1.0,7
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p95,14431,1.0,1.0,1.0,5.25085107338707,1.0,6
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,pass_to_fail,variant_increase_associated_with_regression,p99,3617,1.0,1.0,1.0,5.25085107338707,1.0,6
