transition,candidate_rank,benchmark,feature_id,aggregation,evidence_rank,task_id,base_text_score,finetuned_text_score,delta,base_text_tokens,finetuned_text_tokens
improvement,3,humanevalplus,15947,max,1,HumanEval/87,0.0,32.52267074584961,32.52267074584961,35,75
improvement,3,humanevalplus,15947,max,2,HumanEval/117,1.5067384243011475,29.61180305480957,28.105064630508423,10,98
improvement,3,humanevalplus,15947,max,3,HumanEval/104,2.145226001739502,26.82925796508789,24.68403196334839,27,60
improvement,3,humanevalplus,15947,max,4,HumanEval/111,0.0,24.509429931640625,24.509429931640625,513,327
improvement,3,humanevalplus,15947,max,5,HumanEval/123,0.0,23.972185134887695,23.972185134887695,12,102
improvement,3,humanevalplus,15947,max,6,HumanEval/86,0.0,23.957744598388672,23.957744598388672,23,60
improvement,3,humanevalplus,15947,max,7,HumanEval/26,0.0,20.949405670166016,20.949405670166016,10,45
improvement,3,humanevalplus,15947,max,8,HumanEval/153,8.42054557800293,27.80982780456543,19.3892822265625,111,104
improvement,3,humanevalplus,15947,max,9,HumanEval/1,3.2526447772979736,21.502470016479492,18.24982523918152,11,219
improvement,3,humanevalplus,15947,max,10,HumanEval/96,5.278921604156494,23.184749603271484,17.90582799911499,36,75
improvement,4,humanevalplus,10846,max,1,HumanEval/117,1.4034638404846191,20.24406623840332,18.8406023979187,10,98
improvement,4,humanevalplus,10846,max,2,HumanEval/111,0.9300337433815002,19.059120178222656,18.129086434841156,513,327
improvement,4,humanevalplus,10846,max,3,HumanEval/68,0.0,17.531131744384766,17.531131744384766,9,89
improvement,4,humanevalplus,10846,max,4,HumanEval/99,0.0,17.152204513549805,17.152204513549805,11,274
improvement,4,humanevalplus,10846,max,5,HumanEval/86,5.644925117492676,18.730873107910156,13.08594799041748,23,60
improvement,4,humanevalplus,10846,max,6,HumanEval/1,0.0,11.914789199829102,11.914789199829102,11,219
improvement,4,humanevalplus,10846,max,7,HumanEval/26,0.0,11.678126335144043,11.678126335144043,10,45
improvement,4,humanevalplus,10846,max,8,HumanEval/104,4.818995952606201,16.118221282958984,11.299225330352783,27,60
improvement,4,humanevalplus,10846,max,9,HumanEval/105,3.3502516746520996,13.789921760559082,10.439670085906982,498,148
improvement,4,humanevalplus,10846,max,10,HumanEval/8,0.0,10.002458572387695,10.002458572387695,15,42
improvement,5,humanevalplus,15027,max,1,HumanEval/123,0.0,22.01422691345215,22.01422691345215,12,102
improvement,5,humanevalplus,15027,max,2,HumanEval/86,0.0,21.418827056884766,21.418827056884766,23,60
improvement,5,humanevalplus,15027,max,3,HumanEval/1,0.0,15.370270729064941,15.370270729064941,11,219
improvement,5,humanevalplus,15027,max,4,HumanEval/117,0.0,15.186511993408203,15.186511993408203,10,98
improvement,5,humanevalplus,15027,max,5,HumanEval/111,0.0,15.158844947814941,15.158844947814941,513,327
improvement,5,humanevalplus,15027,max,6,HumanEval/153,5.72457218170166,20.646207809448242,14.921635627746582,111,104
improvement,5,humanevalplus,15027,max,7,HumanEval/104,0.0,12.585078239440918,12.585078239440918,27,60
improvement,5,humanevalplus,15027,max,8,HumanEval/26,0.0,12.440265655517578,12.440265655517578,10,45
improvement,5,humanevalplus,15027,max,9,HumanEval/96,4.755847930908203,15.412150382995605,10.656302452087402,36,75
improvement,5,humanevalplus,15027,max,10,HumanEval/6,0.0,9.920321464538574,9.920321464538574,32,93
improvement,6,humanevalplus,8205,early_max,1,HumanEval/124,0.0,23.069068908691406,23.069068908691406,9,198
improvement,6,humanevalplus,8205,early_max,2,HumanEval/8,0.0,22.060577392578125,22.060577392578125,15,42
improvement,6,humanevalplus,8205,early_max,3,HumanEval/96,0.0,21.580656051635742,21.580656051635742,36,75
improvement,6,humanevalplus,8205,early_max,4,HumanEval/117,0.0,21.57085418701172,21.57085418701172,10,98
improvement,6,humanevalplus,8205,early_max,5,HumanEval/26,0.0,21.256418228149414,21.256418228149414,10,45
improvement,6,humanevalplus,8205,early_max,6,HumanEval/87,0.0,19.45438003540039,19.45438003540039,35,75
improvement,6,humanevalplus,8205,early_max,7,HumanEval/104,0.0,19.4285888671875,19.4285888671875,27,60
improvement,6,humanevalplus,8205,early_max,8,HumanEval/90,0.0,18.417339324951172,18.417339324951172,30,119
improvement,6,humanevalplus,8205,early_max,9,HumanEval/107,0.0,18.27863311767578,18.27863311767578,16,89
improvement,6,humanevalplus,8205,early_max,10,HumanEval/6,0.0,18.258089065551758,18.258089065551758,32,93
improvement,7,humanevalplus,4303,max,1,HumanEval/111,0.0,19.193946838378906,19.193946838378906,513,327
improvement,7,humanevalplus,4303,max,2,HumanEval/1,0.0,18.430126190185547,18.430126190185547,11,219
improvement,7,humanevalplus,4303,max,3,HumanEval/124,0.0,17.551406860351562,17.551406860351562,9,198
improvement,7,humanevalplus,4303,max,4,HumanEval/117,0.0,17.52311134338379,17.52311134338379,10,98
improvement,7,humanevalplus,4303,max,5,HumanEval/161,0.0,17.052438735961914,17.052438735961914,14,73
improvement,7,humanevalplus,4303,max,6,HumanEval/158,0.0,16.607349395751953,16.607349395751953,21,115
improvement,7,humanevalplus,4303,max,7,HumanEval/99,0.0,16.007009506225586,16.007009506225586,11,274
improvement,7,humanevalplus,4303,max,8,HumanEval/86,2.0041985511779785,17.85610008239746,15.851901531219482,23,60
improvement,7,humanevalplus,4303,max,9,HumanEval/26,0.0,15.602489471435547,15.602489471435547,10,45
improvement,7,humanevalplus,4303,max,10,HumanEval/8,0.0,15.274186134338379,15.274186134338379,15,42
improvement,8,humanevalplus,5841,max,1,HumanEval/68,0.0,16.016456604003906,16.016456604003906,9,89
improvement,8,humanevalplus,5841,max,2,HumanEval/107,0.0,12.852907180786133,12.852907180786133,16,89
improvement,8,humanevalplus,5841,max,3,HumanEval/8,0.0,11.240782737731934,11.240782737731934,15,42
improvement,8,humanevalplus,5841,max,4,HumanEval/87,4.223309516906738,14.717161178588867,10.493851661682129,35,75
improvement,8,humanevalplus,5841,max,5,HumanEval/111,1.3351266384124756,11.824448585510254,10.489321947097778,513,327
improvement,8,humanevalplus,5841,max,6,HumanEval/136,6.343442440032959,15.889294624328613,9.545852184295654,202,119
improvement,8,humanevalplus,5841,max,7,HumanEval/99,0.0,6.190156936645508,6.190156936645508,11,274
improvement,8,humanevalplus,5841,max,8,HumanEval/124,0.0,6.18492317199707,6.18492317199707,9,198
improvement,8,humanevalplus,5841,max,9,HumanEval/147,0.0,6.0410943031311035,6.0410943031311035,512,98
improvement,8,humanevalplus,5841,max,10,HumanEval/86,0.0,3.9926774501800537,3.9926774501800537,23,60
improvement,9,humanevalplus,9701,max,1,HumanEval/68,0.0,8.196928024291992,8.196928024291992,9,89
improvement,9,humanevalplus,9701,max,2,HumanEval/123,0.0,7.719547748565674,7.719547748565674,12,102
improvement,9,humanevalplus,9701,max,3,HumanEval/107,8.123557090759277,15.234766006469727,7.111208915710449,16,89
improvement,9,humanevalplus,9701,max,4,HumanEval/87,0.0,6.964900493621826,6.964900493621826,35,75
improvement,9,humanevalplus,9701,max,5,HumanEval/158,0.0,6.635645866394043,6.635645866394043,21,115
improvement,9,humanevalplus,9701,max,6,HumanEval/111,1.240805983543396,7.343266487121582,6.102460503578186,513,327
improvement,9,humanevalplus,9701,max,7,HumanEval/117,0.0,6.054268836975098,6.054268836975098,10,98
improvement,9,humanevalplus,9701,max,8,HumanEval/69,0.0,5.888747692108154,5.888747692108154,513,105
improvement,9,humanevalplus,9701,max,9,HumanEval/102,0.0,5.757579803466797,5.757579803466797,16,91
improvement,9,humanevalplus,9701,max,10,HumanEval/90,3.0044119358062744,8.234283447265625,5.229871511459351,30,119
improvement,10,humanevalplus,201,early_max,1,HumanEval/153,3.346346855163574,9.323335647583008,5.976988792419434,111,104
improvement,10,humanevalplus,201,early_max,2,HumanEval/6,0.0,4.760132312774658,4.760132312774658,32,93
improvement,10,humanevalplus,201,early_max,3,HumanEval/113,0.0,4.668155193328857,4.668155193328857,65,82
improvement,10,humanevalplus,201,early_max,4,HumanEval/111,0.0,4.570861339569092,4.570861339569092,513,327
improvement,10,humanevalplus,201,early_max,5,HumanEval/158,0.0,4.4142656326293945,4.4142656326293945,21,115
improvement,10,humanevalplus,201,early_max,6,HumanEval/68,2.5152835845947266,6.179534912109375,3.6642513275146484,9,89
improvement,10,humanevalplus,201,early_max,7,HumanEval/90,0.0,3.5214462280273438,3.5214462280273438,30,119
improvement,10,humanevalplus,201,early_max,8,HumanEval/124,0.0,3.3784501552581787,3.3784501552581787,9,198
improvement,10,humanevalplus,201,early_max,9,HumanEval/86,0.0,2.9593303203582764,2.9593303203582764,23,60
improvement,10,humanevalplus,201,early_max,10,HumanEval/117,1.6012011766433716,3.8374063968658447,2.236205220222473,10,98
improvement,11,humanevalplus,6927,early_max,1,HumanEval/104,0.0,18.618125915527344,18.618125915527344,27,60
improvement,11,humanevalplus,6927,early_max,2,HumanEval/65,0.0,17.170759201049805,17.170759201049805,18,76
improvement,11,humanevalplus,6927,early_max,3,HumanEval/117,0.0,16.90581703186035,16.90581703186035,10,98
improvement,11,humanevalplus,6927,early_max,4,HumanEval/68,0.0,15.580080032348633,15.580080032348633,9,89
improvement,11,humanevalplus,6927,early_max,5,HumanEval/96,0.0,14.446643829345703,14.446643829345703,36,75
improvement,11,humanevalplus,6927,early_max,6,HumanEval/95,0.0,14.418603897094727,14.418603897094727,382,513
improvement,11,humanevalplus,6927,early_max,7,HumanEval/143,0.0,14.289443969726562,14.289443969726562,12,106
improvement,11,humanevalplus,6927,early_max,8,HumanEval/98,3.9699225425720215,17.986886978149414,14.016964435577393,40,63
improvement,11,humanevalplus,6927,early_max,9,HumanEval/124,0.0,13.743486404418945,13.743486404418945,9,198
improvement,11,humanevalplus,6927,early_max,10,HumanEval/86,0.0,13.35303020477295,13.35303020477295,23,60
improvement,12,humanevalplus,16143,max,1,HumanEval/117,0.0,18.187589645385742,18.187589645385742,10,98
improvement,12,humanevalplus,16143,max,2,HumanEval/111,0.0,16.022171020507812,16.022171020507812,513,327
improvement,12,humanevalplus,16143,max,3,HumanEval/123,0.0,14.25647258758545,14.25647258758545,12,102
improvement,12,humanevalplus,16143,max,4,HumanEval/26,0.0,13.539575576782227,13.539575576782227,10,45
improvement,12,humanevalplus,16143,max,5,HumanEval/104,6.18998908996582,19.564529418945312,13.374540328979492,27,60
improvement,12,humanevalplus,16143,max,6,HumanEval/68,0.0,13.291964530944824,13.291964530944824,9,89
improvement,12,humanevalplus,16143,max,7,HumanEval/1,0.0,11.28748607635498,11.28748607635498,11,219
improvement,12,humanevalplus,16143,max,8,HumanEval/158,6.3979411125183105,17.46215057373047,11.064209461212158,21,115
improvement,12,humanevalplus,16143,max,9,HumanEval/96,4.749423027038574,15.635891914367676,10.886468887329102,36,75
improvement,12,humanevalplus,16143,max,10,HumanEval/90,0.0,10.564332962036133,10.564332962036133,30,119
improvement,13,humanevalplus,9165,early_max,1,HumanEval/153,0.0,3.803964376449585,3.803964376449585,111,104
improvement,13,humanevalplus,9165,early_max,2,HumanEval/99,0.0,3.0271801948547363,3.0271801948547363,11,274
improvement,13,humanevalplus,9165,early_max,3,HumanEval/6,0.0,2.6357133388519287,2.6357133388519287,32,93
improvement,13,humanevalplus,9165,early_max,4,HumanEval/1,0.0,2.399675130844116,2.399675130844116,11,219
improvement,13,humanevalplus,9165,early_max,5,HumanEval/68,0.0,2.2131471633911133,2.2131471633911133,9,89
improvement,13,humanevalplus,9165,early_max,6,HumanEval/87,0.0,2.171469211578369,2.171469211578369,35,75
improvement,13,humanevalplus,9165,early_max,7,HumanEval/147,0.0,2.153029680252075,2.153029680252075,512,98
improvement,13,humanevalplus,9165,early_max,8,HumanEval/123,0.0,1.9379576444625854,1.9379576444625854,12,102
improvement,13,humanevalplus,9165,early_max,9,HumanEval/95,3.5144097805023193,5.285659313201904,1.771249532699585,382,513
improvement,13,humanevalplus,9165,early_max,10,HumanEval/85,0.0,1.7651649713516235,1.7651649713516235,12,115
improvement,14,humanevalplus,14854,max,1,HumanEval/99,0.0,21.68305206298828,21.68305206298828,11,274
improvement,14,humanevalplus,14854,max,2,HumanEval/117,0.0,21.159189224243164,21.159189224243164,10,98
improvement,14,humanevalplus,14854,max,3,HumanEval/111,0.0,20.449642181396484,20.449642181396484,513,327
improvement,14,humanevalplus,14854,max,4,HumanEval/143,0.0,19.776309967041016,19.776309967041016,12,106
improvement,14,humanevalplus,14854,max,5,HumanEval/90,0.0,18.490917205810547,18.490917205810547,30,119
improvement,14,humanevalplus,14854,max,6,HumanEval/123,0.0,18.36849021911621,18.36849021911621,12,102
improvement,14,humanevalplus,14854,max,7,HumanEval/86,3.131850242614746,19.78519058227539,16.653340339660645,23,60
improvement,14,humanevalplus,14854,max,8,HumanEval/61,0.0,12.658702850341797,12.658702850341797,67,69
improvement,14,humanevalplus,14854,max,9,HumanEval/161,0.0,12.656730651855469,12.656730651855469,14,73
improvement,14,humanevalplus,14854,max,10,HumanEval/69,1.4427355527877808,12.475041389465332,11.032305836677551,513,105
improvement,15,humanevalplus,9953,max,1,HumanEval/6,0.0,43.87868118286133,43.87868118286133,32,93
improvement,15,humanevalplus,9953,max,2,HumanEval/113,0.0,41.95781326293945,41.95781326293945,65,82
improvement,15,humanevalplus,9953,max,3,HumanEval/87,0.0,40.963321685791016,40.963321685791016,35,75
improvement,15,humanevalplus,9953,max,4,HumanEval/86,0.0,40.6480598449707,40.6480598449707,23,60
improvement,15,humanevalplus,9953,max,5,HumanEval/26,0.0,36.44606399536133,36.44606399536133,10,45
improvement,15,humanevalplus,9953,max,6,HumanEval/105,4.736451625823975,40.559120178222656,35.82266855239868,498,148
improvement,15,humanevalplus,9953,max,7,HumanEval/104,1.7608587741851807,36.5507698059082,34.78991103172302,27,60
improvement,15,humanevalplus,9953,max,8,HumanEval/1,4.0682854652404785,38.409210205078125,34.34092473983765,11,219
improvement,15,humanevalplus,9953,max,9,HumanEval/111,0.0,33.739402770996094,33.739402770996094,513,327
improvement,15,humanevalplus,9953,max,10,HumanEval/61,1.958470106124878,31.298725128173828,29.34025502204895,67,69
improvement,16,humanevalplus,12439,early_max,1,HumanEval/1,0.0,3.5365045070648193,3.5365045070648193,11,219
improvement,16,humanevalplus,12439,early_max,2,HumanEval/95,0.0,2.782346248626709,2.782346248626709,382,513
improvement,16,humanevalplus,12439,early_max,3,HumanEval/111,0.0,2.6817328929901123,2.6817328929901123,513,327
improvement,16,humanevalplus,12439,early_max,4,HumanEval/6,0.0,2.5735697746276855,2.5735697746276855,32,93
improvement,16,humanevalplus,12439,early_max,5,HumanEval/105,0.0,2.539512872695923,2.539512872695923,498,148
improvement,16,humanevalplus,12439,early_max,6,HumanEval/85,0.0,2.4973926544189453,2.4973926544189453,12,115
improvement,16,humanevalplus,12439,early_max,7,HumanEval/117,0.0,2.415348768234253,2.415348768234253,10,98
improvement,16,humanevalplus,12439,early_max,8,HumanEval/124,0.0,2.236560821533203,2.236560821533203,9,198
improvement,16,humanevalplus,12439,early_max,9,HumanEval/61,0.0,1.8924860954284668,1.8924860954284668,67,69
improvement,16,humanevalplus,12439,early_max,10,HumanEval/113,0.0,1.649917721748352,1.649917721748352,65,82
improvement,17,humanevalplus,10407,max,1,HumanEval/111,0.0,8.568438529968262,8.568438529968262,513,327
improvement,17,humanevalplus,10407,max,2,HumanEval/104,0.0,6.983099460601807,6.983099460601807,27,60
improvement,17,humanevalplus,10407,max,3,HumanEval/158,0.0,5.93811559677124,5.93811559677124,21,115
improvement,17,humanevalplus,10407,max,4,HumanEval/96,0.0,5.869889736175537,5.869889736175537,36,75
improvement,17,humanevalplus,10407,max,5,HumanEval/117,0.0,5.404951095581055,5.404951095581055,10,98
improvement,17,humanevalplus,10407,max,6,HumanEval/68,0.0,5.271783828735352,5.271783828735352,9,89
improvement,17,humanevalplus,10407,max,7,HumanEval/1,0.0,5.007527828216553,5.007527828216553,11,219
improvement,17,humanevalplus,10407,max,8,HumanEval/114,0.0,4.974831581115723,4.974831581115723,11,91
improvement,17,humanevalplus,10407,max,9,HumanEval/61,0.0,4.529501438140869,4.529501438140869,67,69
improvement,17,humanevalplus,10407,max,10,HumanEval/123,0.0,3.8501954078674316,3.8501954078674316,12,102
improvement,18,humanevalplus,14241,max,1,HumanEval/158,0.0,11.568194389343262,11.568194389343262,21,115
improvement,18,humanevalplus,14241,max,2,HumanEval/114,0.0,10.60779094696045,10.60779094696045,11,91
improvement,18,humanevalplus,14241,max,3,HumanEval/111,2.5269227027893066,12.297106742858887,9.77018404006958,513,327
improvement,18,humanevalplus,14241,max,4,HumanEval/117,0.0,9.593724250793457,9.593724250793457,10,98
improvement,18,humanevalplus,14241,max,5,HumanEval/143,0.0,9.209601402282715,9.209601402282715,12,106
improvement,18,humanevalplus,14241,max,6,HumanEval/95,2.2536380290985107,10.692706108093262,8.439068078994751,382,513
improvement,18,humanevalplus,14241,max,7,HumanEval/26,0.0,8.175003051757812,8.175003051757812,10,45
improvement,18,humanevalplus,14241,max,8,HumanEval/68,0.0,7.8405585289001465,7.8405585289001465,9,89
improvement,18,humanevalplus,14241,max,9,HumanEval/104,4.060172080993652,11.881049156188965,7.8208770751953125,27,60
improvement,18,humanevalplus,14241,max,10,HumanEval/123,0.0,7.10744047164917,7.10744047164917,12,102
improvement,19,humanevalplus,11345,max,1,HumanEval/102,0.0,31.73748779296875,31.73748779296875,16,91
improvement,19,humanevalplus,11345,max,2,HumanEval/68,0.0,31.051118850708008,31.051118850708008,9,89
improvement,19,humanevalplus,11345,max,3,HumanEval/123,0.0,27.19658088684082,27.19658088684082,12,102
improvement,19,humanevalplus,11345,max,4,HumanEval/107,0.0,23.399372100830078,23.399372100830078,16,89
improvement,19,humanevalplus,11345,max,5,HumanEval/147,1.3079981803894043,23.521636962890625,22.21363878250122,512,98
improvement,19,humanevalplus,11345,max,6,HumanEval/117,0.0,21.782485961914062,21.782485961914062,10,98
improvement,19,humanevalplus,11345,max,7,HumanEval/85,6.519576549530029,27.41347885131836,20.89390230178833,12,115
improvement,19,humanevalplus,11345,max,8,HumanEval/1,0.0,20.002779006958008,20.002779006958008,11,219
improvement,19,humanevalplus,11345,max,9,HumanEval/161,0.0,19.835365295410156,19.835365295410156,14,73
improvement,19,humanevalplus,11345,max,10,HumanEval/87,3.547903537750244,22.222415924072266,18.67451238632202,35,75
improvement,20,humanevalplus,15107,max,1,HumanEval/111,1.2981446981430054,25.161575317382812,23.863430619239807,513,327
improvement,20,humanevalplus,15107,max,2,HumanEval/105,5.134110927581787,25.648624420166016,20.51451349258423,498,148
improvement,20,humanevalplus,15107,max,3,HumanEval/1,0.0,20.49578857421875,20.49578857421875,11,219
improvement,20,humanevalplus,15107,max,4,HumanEval/107,0.0,19.454538345336914,19.454538345336914,16,89
improvement,20,humanevalplus,15107,max,5,HumanEval/117,3.144646406173706,22.30657386779785,19.161927461624146,10,98
improvement,20,humanevalplus,15107,max,6,HumanEval/158,5.358209609985352,23.60929298400879,18.251083374023438,21,115
improvement,20,humanevalplus,15107,max,7,HumanEval/8,0.0,17.627819061279297,17.627819061279297,15,42
improvement,20,humanevalplus,15107,max,8,HumanEval/147,1.4737955331802368,18.940383911132812,17.466588377952576,512,98
improvement,20,humanevalplus,15107,max,9,HumanEval/85,2.169361114501953,18.990983963012695,16.821622848510742,12,115
improvement,20,humanevalplus,15107,max,10,HumanEval/87,6.1854400634765625,21.548999786376953,15.36355972290039,35,75
improvement,21,humanevalplus,8377,max,1,HumanEval/107,0.0,14.194453239440918,14.194453239440918,16,89
improvement,21,humanevalplus,8377,max,2,HumanEval/143,0.0,12.08273696899414,12.08273696899414,12,106
improvement,21,humanevalplus,8377,max,3,HumanEval/111,1.7493853569030762,12.492206573486328,10.742821216583252,513,327
improvement,21,humanevalplus,8377,max,4,HumanEval/161,3.0489144325256348,12.024419784545898,8.975505352020264,14,73
improvement,21,humanevalplus,8377,max,5,HumanEval/69,3.5980148315429688,12.547565460205078,8.94955062866211,513,105
improvement,21,humanevalplus,8377,max,6,HumanEval/105,3.7360241413116455,12.441598892211914,8.705574750900269,498,148
improvement,21,humanevalplus,8377,max,7,HumanEval/86,2.3836605548858643,10.98085880279541,8.597198247909546,23,60
improvement,21,humanevalplus,8377,max,8,HumanEval/68,1.667818307876587,10.11918830871582,8.451370000839233,9,89
improvement,21,humanevalplus,8377,max,9,HumanEval/136,2.091169834136963,10.424312591552734,8.333142757415771,202,119
improvement,21,humanevalplus,8377,max,10,HumanEval/113,0.0,8.262763023376465,8.262763023376465,65,82
improvement,22,humanevalplus,10050,max,1,HumanEval/104,0.0,40.79265594482422,40.79265594482422,27,60
improvement,22,humanevalplus,10050,max,2,HumanEval/117,0.0,33.98686218261719,33.98686218261719,10,98
improvement,22,humanevalplus,10050,max,3,HumanEval/96,3.8637328147888184,37.233909606933594,33.370176792144775,36,75
improvement,22,humanevalplus,10050,max,4,HumanEval/123,0.0,32.01411056518555,32.01411056518555,12,102
improvement,22,humanevalplus,10050,max,5,HumanEval/113,0.0,30.743553161621094,30.743553161621094,65,82
improvement,22,humanevalplus,10050,max,6,HumanEval/111,0.0,30.54885482788086,30.54885482788086,513,327
improvement,22,humanevalplus,10050,max,7,HumanEval/107,0.0,30.279016494750977,30.279016494750977,16,89
improvement,22,humanevalplus,10050,max,8,HumanEval/26,0.0,29.694072723388672,29.694072723388672,10,45
improvement,22,humanevalplus,10050,max,9,HumanEval/147,0.0,28.99047088623047,28.99047088623047,512,98
improvement,22,humanevalplus,10050,max,10,HumanEval/86,0.0,28.550689697265625,28.550689697265625,23,60
improvement,23,humanevalplus,941,early_max,1,HumanEval/111,0.0,10.10979175567627,10.10979175567627,513,327
improvement,23,humanevalplus,941,early_max,2,HumanEval/158,1.999335765838623,10.869903564453125,8.870567798614502,21,115
improvement,23,humanevalplus,941,early_max,3,HumanEval/96,0.0,8.138067245483398,8.138067245483398,36,75
improvement,23,humanevalplus,941,early_max,4,HumanEval/86,0.0,8.06887149810791,8.06887149810791,23,60
improvement,23,humanevalplus,941,early_max,5,HumanEval/124,0.0,7.76125431060791,7.76125431060791,9,198
improvement,23,humanevalplus,941,early_max,6,HumanEval/143,0.0,7.743574142456055,7.743574142456055,12,106
improvement,23,humanevalplus,941,early_max,7,HumanEval/107,0.0,7.286670684814453,7.286670684814453,16,89
improvement,23,humanevalplus,941,early_max,8,HumanEval/68,0.0,7.118234634399414,7.118234634399414,9,89
improvement,23,humanevalplus,941,early_max,9,HumanEval/117,0.0,6.943760871887207,6.943760871887207,10,98
improvement,23,humanevalplus,941,early_max,10,HumanEval/6,0.0,6.758680820465088,6.758680820465088,32,93
improvement,24,humanevalplus,14266,max,1,HumanEval/102,0.0,12.452120780944824,12.452120780944824,16,91
improvement,24,humanevalplus,14266,max,2,HumanEval/69,0.0,11.80472469329834,11.80472469329834,513,105
improvement,24,humanevalplus,14266,max,3,HumanEval/147,0.0,11.516462326049805,11.516462326049805,512,98
improvement,24,humanevalplus,14266,max,4,HumanEval/161,0.0,10.492818832397461,10.492818832397461,14,73
improvement,24,humanevalplus,14266,max,5,HumanEval/111,0.0,10.175291061401367,10.175291061401367,513,327
improvement,24,humanevalplus,14266,max,6,HumanEval/1,0.0,9.693984985351562,9.693984985351562,11,219
improvement,24,humanevalplus,14266,max,7,HumanEval/68,0.0,9.503360748291016,9.503360748291016,9,89
improvement,24,humanevalplus,14266,max,8,HumanEval/104,0.0,8.578130722045898,8.578130722045898,27,60
improvement,24,humanevalplus,14266,max,9,HumanEval/158,0.0,7.774229526519775,7.774229526519775,21,115
improvement,24,humanevalplus,14266,max,10,HumanEval/123,0.0,7.596031188964844,7.596031188964844,12,102
improvement,25,humanevalplus,15843,max,1,HumanEval/111,0.8322539329528809,21.356159210205078,20.523905277252197,513,327
improvement,25,humanevalplus,15843,max,2,HumanEval/8,1.5884751081466675,20.499887466430664,18.911412358283997,15,42
improvement,25,humanevalplus,15843,max,3,HumanEval/99,0.0,18.383182525634766,18.383182525634766,11,274
improvement,25,humanevalplus,15843,max,4,HumanEval/6,0.0,14.440707206726074,14.440707206726074,32,93
improvement,25,humanevalplus,15843,max,5,HumanEval/1,0.0,14.105335235595703,14.105335235595703,11,219
improvement,25,humanevalplus,15843,max,6,HumanEval/85,0.0,13.313910484313965,13.313910484313965,12,115
improvement,25,humanevalplus,15843,max,7,HumanEval/113,0.0,12.945085525512695,12.945085525512695,65,82
improvement,25,humanevalplus,15843,max,8,HumanEval/69,0.6192654371261597,13.215072631835938,12.595807194709778,513,105
improvement,25,humanevalplus,15843,max,9,HumanEval/107,0.0,10.88450813293457,10.88450813293457,16,89
improvement,25,humanevalplus,15843,max,10,HumanEval/123,0.0,8.999338150024414,8.999338150024414,12,102
