project,feature,arm,family,side,alpha,task_id,category,baseline_pass,current_pass,length_delta
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/738,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/743,unchanged,0,0,0
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/752,unchanged,0,0,0
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/753,test_marker,1,1,712
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/755,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/762,comments,1,1,-208
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/778,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/787,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/790,unchanged,0,0,0
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/797,other_logic_text,1,1,23
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/820,returns,1,1,-1088
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/823,test_marker,1,0,-244
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/840,comments,1,1,63
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/841,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/845,comments,0,1,-333
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/858,comments,1,1,-1085
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/863,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/900,comments,1,0,669
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/910,comments,0,1,-235
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/930,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/937,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/940,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/1030,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/1097,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/1109,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos4,target_reverse,reverse,4.0,BigCodeBench/1119,unchanged,0,0,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/1,comments,1,1,1378
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/5,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/7,comments,1,0,-88
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/21,test_marker,1,1,-33
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/24,test_marker,1,0,-185
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/30,unchanged,0,0,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/81,imports,0,0,51
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/88,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/97,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/109,unchanged,0,0,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/110,other_logic_text,0,0,-51
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/122,test_marker,1,0,223
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/127,comments,1,1,141
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/144,unchanged,0,0,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/166,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/178,other_logic_text,0,0,-31
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/188,comments,0,0,15
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/203,test_marker,0,1,259
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/204,other_logic_text,1,1,-106
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/236,other_logic_text,1,1,2
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/260,other_logic_text,0,0,-28
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/268,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/270,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/275,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/316,comments,1,1,113
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/336,imports,0,0,3
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/349,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/358,unchanged,0,0,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/361,imports,1,0,563
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/391,returns,0,0,463
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/415,test_marker,1,1,-638
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/435,unchanged,0,0,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/459,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/475,other_logic_text,1,1,8
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/490,unchanged,0,0,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/496,test_marker,1,1,45
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/497,comments,1,1,-73
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/561,returns,1,1,-134
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/576,comments,1,0,171
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/625,other_logic_text,1,1,-16
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/626,returns,1,0,-90
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/634,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/666,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/668,returns,1,1,76
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/684,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/686,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/687,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/692,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/695,other_logic_text,1,1,-12
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/700,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/706,other_logic_text,1,1,-6
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/708,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/709,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/736,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/738,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/743,unchanged,0,0,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/752,unchanged,0,0,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/753,test_marker,1,1,712
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/755,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/762,comments,1,1,-208
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/778,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/787,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/790,unchanged,0,0,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/797,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/820,returns,1,1,-12
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/823,test_marker,1,0,-244
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/840,comments,1,1,63
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/841,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/845,comments,0,1,-333
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/858,comments,1,1,-1085
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/863,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/900,comments,1,0,669
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/910,comments,0,1,-235
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/930,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/937,other_logic_text,1,1,27
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/940,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/1030,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/1097,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/1109,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos5,target_reverse,reverse,5.0,BigCodeBench/1119,unchanged,0,0,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/1,comments,1,1,1378
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/5,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/7,comments,1,0,-88
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/21,test_marker,1,1,-33
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/24,test_marker,1,0,-185
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/30,unchanged,0,0,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/81,imports,0,0,51
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/88,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/97,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/109,unchanged,0,0,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/110,other_logic_text,0,0,-51
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/122,test_marker,1,0,223
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/127,comments,1,1,141
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/144,unchanged,0,0,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/166,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/178,other_logic_text,0,0,-31
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/188,comments,0,0,15
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/203,test_marker,0,1,259
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/204,other_logic_text,1,1,-106
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/236,other_logic_text,1,1,2
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/260,other_logic_text,0,0,-28
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/268,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/270,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/275,other_logic_text,1,1,-8
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/316,comments,1,1,113
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/336,imports,0,0,3
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/349,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/358,imports,0,1,-72
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/361,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/391,returns,0,0,463
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/415,test_marker,1,1,-638
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/435,unchanged,0,0,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/459,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/475,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/490,unchanged,0,0,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/496,test_marker,1,1,45
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/497,comments,1,1,-61
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/561,returns,1,1,-134
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/576,comments,1,0,171
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/625,other_logic_text,1,1,-16
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/626,returns,1,0,-90
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/634,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/666,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/668,returns,1,1,76
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/684,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/686,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/687,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/692,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/695,other_logic_text,1,1,-12
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/700,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/706,other_logic_text,1,1,-6
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/708,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/709,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/736,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/738,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/743,unchanged,0,0,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/752,unchanged,0,0,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/753,test_marker,1,1,712
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/755,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/762,comments,1,1,-208
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/778,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/787,other_logic_text,1,0,-29
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/790,unchanged,0,0,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/797,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/820,returns,1,1,1
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/823,test_marker,1,0,-244
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/840,comments,1,1,63
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/841,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/845,comments,0,1,-333
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/858,comments,1,1,-1085
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/863,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/900,comments,1,0,669
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/910,other_logic_text,0,0,4
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/930,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/937,other_logic_text,1,1,27
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/940,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/1030,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/1097,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/1109,unchanged,1,1,0
DSTK100,3048,f3048_reverse_pos6,target_reverse,reverse,6.0,BigCodeBench/1119,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/1,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/5,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/7,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/21,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/24,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/30,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/81,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/88,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/97,other_logic_text,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/109,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/110,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/122,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/127,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/144,imports,0,0,277
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/166,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/178,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/188,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/203,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/204,other_logic_text,0,0,-2
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/236,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/260,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/268,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/270,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/275,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/316,test_marker,0,1,-958
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/336,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/349,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/358,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/361,other_logic_text,0,0,4
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/391,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/415,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/435,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/459,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/475,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/490,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/496,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/497,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/561,other_logic_text,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/576,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/625,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/626,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/634,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/666,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/668,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/684,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/686,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/687,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/692,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/695,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/700,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/706,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/708,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/709,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/736,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/738,other_logic_text,0,0,-9
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/743,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/752,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/753,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/755,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/762,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/778,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/787,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/790,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/797,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/820,unchanged,0,0,0
DSTK100,3048,f7828_control_neg0.5,feature_control,own,0.5,BigCodeBench/823,unchanged,0,0,0
