negative_rank,benchmark,transition,aggregation,feature_id,n,positives,prevalence,roc_auc,pr_auc,pr_lift,effect,permutation_null_sd,effect_to_permutation_variability,permutation_p_nominal,positive_support,positive_delta_support,control_support,decoder_base_norm,decoder_finetuned_norm,decoder_finetuned_specificity,unique_delta_values,positive_base_support
281,bigcodebench,improvement,active_fraction,4366,872,215,0.24655963302752293,0.3890835722629287,0.19772175219663993,0.8019226414673024,-0.01776491105556488,0.003954890184104443,-4.491884708404541,0.004975124378109453,132,39,479,0.6848599910736084,0.7286747694015503,0.5154982805252075,755,177
282,bigcodebench,improvement,active_fraction,2809,872,215,0.24655963302752293,0.4196453222894765,0.21985798032583156,0.8917030643912797,-0.012217959389090538,0.0027262968942523003,-4.481522083282471,0.004975124378109453,23,16,120,0.6998600959777832,0.7142796516418457,0.5050983428955078,227,55
283,bigcodebench,improvement,max,14195,872,215,0.24655963302752293,0.4227885738557927,0.21534744084438198,0.8734091554246562,-1.1065267324447632,0.24699673056602478,-4.47992467880249,0.004975124378109453,128,68,473,0.7028251886367798,0.7113632559776306,0.5030187368392944,718,156
284,bigcodebench,improvement,max,558,872,215,0.24655963302752293,0.4151959222682383,0.20845519714642965,0.8454554972636589,-1.8396538496017456,0.4108836054801941,-4.477311611175537,0.004975124378109453,107,64,387,0.7059797048568726,0.7082321047782898,0.500796377658844,605,107
285,bigcodebench,improvement,max,6315,872,215,0.24655963302752293,0.42958479345863865,0.22344451619743824,0.9062493866240287,-3.2614777088165283,0.728558361530304,-4.47661828994751,0.004975124378109453,205,118,627,0.6809812784194946,0.732300341129303,0.5181559920310974,852,171
286,bigcodebench,improvement,early_max,15350,872,215,0.24655963302752293,0.42868571024034546,0.2174440830270658,0.8819127460446576,-1.5569666624069214,0.3483850359916687,-4.46909761428833,0.004975124378109453,175,83,593,0.854417622089386,0.5195868015289307,0.3781551420688629,818,182
287,bigcodebench,improvement,early_max,15473,872,215,0.24655963302752293,0.3997274432763442,0.2082857724396341,0.8447683421737717,-1.4512708187103271,0.32473596930503845,-4.469079494476318,0.004975124378109453,172,76,536,0.6881253123283386,0.7255921363830566,0.5132511258125305,783,179
288,bigcodebench,improvement,max,1622,872,215,0.24655963302752293,0.40387242929453826,0.21034969739320575,0.8531392377994206,-8.303335189819336,1.8581364154815674,-4.4686360359191895,0.004975124378109453,35,16,155,0.7027105689048767,0.7114748954772949,0.503098726272583,459,114
289,bigcodebench,improvement,active_fraction,2537,872,215,0.24655963302752293,0.41909666914445504,0.21470692039682754,0.8708113236559704,-0.015133773908019066,0.003389594377949834,-4.464774131774902,0.004975124378109453,171,110,576,0.6906593441963196,0.7231798768043518,0.5115007758140564,790,166
290,bigcodebench,improvement,early_max,5440,872,215,0.24655963302752293,0.4016070227602563,0.20957621558037207,0.8500021394701602,-1.1943249702453613,0.2680690884590149,-4.455287933349609,0.004975124378109453,123,58,445,0.6920307874679565,0.7218680381774902,0.510551393032074,704,151
291,bigcodebench,improvement,early_max,410,872,215,0.24655963302752293,0.417121517822378,0.21661141678257062,0.8785356066716353,-0.8968687057495117,0.20132805407047272,-4.454762935638428,0.004975124378109453,104,58,352,0.6633134484291077,0.7483415007591248,0.5301164388656616,571,122
292,bigcodebench,improvement,early_max,15320,872,215,0.24655963302752293,0.436122615128668,0.22019353465288194,0.893064010313084,-1.7485893964767456,0.3938223123550415,-4.440046310424805,0.004975124378109453,159,83,514,0.3996948003768921,0.9166479706764221,0.6963595747947693,767,169
293,bigcodebench,improvement,max,5819,872,215,0.24655963302752293,0.39579129942302926,0.20238574307766038,0.8208389207614877,-1.8603434562683105,0.41913366317749023,-4.438544750213623,0.004975124378109453,101,39,425,0.6983823180198669,0.7157244682312012,0.5061318278312683,723,157
294,bigcodebench,improvement,active_fraction,8598,872,215,0.24655963302752293,0.4205196276238009,0.2180380085216622,0.8843215973529741,-0.012483206577599049,0.0028182556852698326,-4.429409027099609,0.004975124378109453,41,29,206,0.7069194316864014,0.707293689250946,0.5001323223114014,329,67
295,bigcodebench,improvement,max,14403,872,215,0.24655963302752293,0.40676082262574775,0.2107475252744504,0.8547527536712594,-2.38273549079895,0.5382930040359497,-4.4264655113220215,0.004975124378109453,213,103,654,0.7537810206413269,0.6571251153945923,0.4657468795776367,872,210
296,bigcodebench,improvement,early_max,4013,872,215,0.24655963302752293,0.4186011114650809,0.21811723210267575,0.8846429134582943,-1.069758653640747,0.2420300543308258,-4.419941425323486,0.004975124378109453,137,76,444,0.6771275997161865,0.7358656525611877,0.5207849740982056,693,149
297,bigcodebench,improvement,max,12929,872,215,0.24655963302752293,0.40316448975257513,0.2075987192049468,0.8419817820777378,-0.4094460606575012,0.09276941418647766,-4.413589000701904,0.004975124378109453,97,50,384,0.813174307346344,0.5820189118385315,0.4171600639820099,611,121
298,bigcodebench,improvement,active_fraction,6565,872,215,0.24655963302752293,0.38973487664153483,0.21876799442677158,0.8872822843727667,-0.00546556431800127,0.0012407565955072641,-4.405025482177734,0.004975124378109453,200,106,613,0.7409580945968628,0.6715502738952637,0.47543099522590637,754,148
299,bigcodebench,improvement,active_fraction,15193,872,215,0.24655963302752293,0.39524264627800787,0.2085782525192734,0.8459545869618903,-0.022573888301849365,0.005125281400978565,-4.404419422149658,0.004975124378109453,161,74,558,0.6947352886199951,0.719265878200531,0.508674144744873,785,157
300,bigcodebench,improvement,max,4314,872,215,0.24655963302752293,0.40935188134933276,0.21587739908951784,0.8755585674700445,-3.6660313606262207,0.8330323100090027,-4.400827407836914,0.004975124378109453,80,38,329,0.6949703097343445,0.7190389037132263,0.5085107684135437,631,138
301,bigcodebench,improvement,active_fraction,9714,872,215,0.24655963302752293,0.42434250115040173,0.2211364249506298,0.8968881979392985,-0.009784840047359467,0.002228362951427698,-4.3910441398620605,0.004975124378109453,65,38,285,0.7120122909545898,0.7021671533584595,0.49651914834976196,428,89
302,bigcodebench,improvement,max,16291,872,215,0.24655963302752293,0.3943294042688754,0.2090168790984647,0.8477335747621452,-1.9373226165771484,0.4416697025299072,-4.3863606452941895,0.004975124378109453,84,27,338,0.6993451714515686,0.7147845029830933,0.5054589509963989,635,152
303,bigcodebench,improvement,active_fraction,10622,872,215,0.24655963302752293,0.4170153268910835,0.20950528868449603,0.8497144731761885,-0.0039879195392131805,0.0009093458065763116,-4.385481834411621,0.004975124378109453,110,71,406,0.7118072509765625,0.7023757100105286,0.4966653883457184,592,128
304,bigcodebench,improvement,active_fraction,5175,872,215,0.24655963302752293,0.39556121907189123,0.20884712739915326,0.8470450934514495,-0.008662434294819832,0.0019759531132876873,-4.383926868438721,0.004975124378109453,91,53,377,0.7005917429924011,0.713562548160553,0.5045860409736633,667,144
305,bigcodebench,improvement,max,962,872,215,0.24655963302752293,0.3929843191391455,0.20750210455633056,0.8415899310377686,-4.261150360107422,0.9733843803405762,-4.377664566040039,0.004975124378109453,167,110,588,0.7061838507652283,0.7080289721488953,0.5006523728370667,826,166
306,bigcodebench,improvement,mean,14169,872,215,0.24655963302752293,0.4124632756362607,0.20539456286172103,0.8330421340252128,-0.06347353011369705,0.014505445025861263,-4.3758416175842285,0.004975124378109453,210,47,648,0.7096484899520874,0.7045559287071228,0.4981995224952698,869,212
307,bigcodebench,improvement,early_max,15881,872,215,0.24655963302752293,0.4567236557997947,0.23634051697149172,0.9585531665076316,-0.9460338354110718,0.21645459532737732,-4.3705878257751465,0.004975124378109453,156,93,513,0.7237718105316162,0.6900390386581421,0.4880702793598175,753,153
308,bigcodebench,improvement,active_fraction,6746,872,215,0.24655963302752293,0.4021592156029875,0.22141750549370526,0.898028208327958,-0.0061653489246964455,0.001410767319612205,-4.370209693908691,0.004975124378109453,193,66,626,0.7391296625137329,0.6735625267028809,0.4767935574054718,842,191
309,bigcodebench,improvement,early_max,4803,872,215,0.24655963302752293,0.42507521857633357,0.22071359775949612,0.8951732895175842,-0.7140865325927734,0.1640031635761261,-4.35410213470459,0.004975124378109453,22,12,77,0.7149812579154968,0.6991434693336487,0.49440014362335205,180,52
310,bigcodebench,improvement,early_max,16135,872,215,0.24655963302752293,0.41043502884853633,0.22338495194312216,0.9060078050902444,-1.1352447271347046,0.2612035572528839,-4.346207141876221,0.004975124378109453,115,55,383,0.8201175332069397,0.572195291519165,0.41096749901771545,598,136
311,bigcodebench,improvement,max,9642,872,215,0.24655963302752293,0.39791157835120883,0.2024990456660552,0.8212984549804657,-2.608701467514038,0.6028104424476624,-4.3275651931762695,0.004975124378109453,125,53,470,0.7070566415786743,0.7071568369865417,0.5000354647636414,755,162
312,bigcodebench,improvement,early_max,8763,872,215,0.24655963302752293,0.42100102651233584,0.22176172071166642,0.899424281211968,-0.8912836909294128,0.20606191456317902,-4.325319766998291,0.004975124378109453,49,29,227,0.6925743222236633,0.7213468551635742,0.5101747512817383,407,79
313,bigcodebench,improvement,early_max,16343,872,215,0.24655963302752293,0.4446568263070334,0.22540710188786423,0.9142092690521749,-1.2097793817520142,0.2797769606113434,-4.324085235595703,0.004975124378109453,10,9,38,0.709094762802124,0.7051126956939697,0.4985921084880829,107,35
314,bigcodebench,improvement,early_max,16145,872,215,0.24655963302752293,0.41948249619482497,0.21867319969594745,0.886897814580773,-1.1601523160934448,0.2684818506240845,-4.321157455444336,0.004975124378109453,167,84,572,0.6838930249214172,0.7295823097229004,0.5161620378494263,814,183
315,bigcodebench,improvement,active_fraction,9383,872,215,0.24655963302752293,0.3890941913560582,0.21192862179092184,0.8595430614031807,-0.027006803080439568,0.006255871616303921,-4.317032814025879,0.004975124378109453,95,47,382,0.6919173002243042,0.7219763994216919,0.5106298923492432,699,152
316,bigcodebench,improvement,early_max,16122,872,215,0.24655963302752293,0.4093058652791052,0.21022967430634765,0.8526524464890007,-0.9489316940307617,0.22030502557754517,-4.307353973388672,0.004975124378109453,129,65,447,0.8227760791778564,0.5683663487434387,0.4085608720779419,677,144
317,bigcodebench,improvement,early_max,2021,872,215,0.24655963302752293,0.4003114933984638,0.21074594590264137,0.8547463480330385,-1.2949460744857788,0.3008006513118744,-4.304997444152832,0.004975124378109453,195,79,626,0.6709161996841431,0.7415335178375244,0.5249981880187988,852,199
318,bigcodebench,improvement,max,15764,872,215,0.24655963302752293,0.4375774308874022,0.22602079997977748,0.9166983143365859,-0.527309775352478,0.12274791300296783,-4.295875549316406,0.004975124378109453,23,14,105,0.705765962600708,0.7084452509880066,0.5009472370147705,182,36
319,bigcodebench,improvement,max,4224,872,215,0.24655963302752293,0.40423701815864926,0.2230370781085365,0.9045968935378783,-4.528589725494385,1.05472731590271,-4.293612003326416,0.004975124378109453,186,120,608,0.7022185325622559,0.7119619846343994,0.5034449100494385,841,174
320,bigcodebench,improvement,active_fraction,11589,872,215,0.24655963302752293,0.42832112137623446,0.21709641624663706,0.8805026742654303,-0.01332701276987791,0.0031105843372642994,-4.284408092498779,0.004975124378109453,143,75,457,0.7163079977035522,0.6977840065956116,0.49345019459724426,705,164
321,bigcodebench,improvement,max,1123,872,215,0.24655963302752293,0.40043892251601715,0.20226195756919868,0.8203368697690291,-4.948249340057373,1.1552950143814087,-4.283104419708252,0.004975124378109453,152,118,549,0.6788416504859924,0.7342848777770996,0.5196172595024109,784,135
322,bigcodebench,improvement,early_max,6530,872,215,0.24655963302752293,0.4487097801847722,0.23329291635920418,0.9461926654196561,-0.6762911081314087,0.1580505520105362,-4.27895450592041,0.004975124378109453,31,17,123,0.6943273544311523,0.7196589112281799,0.5089575052261353,235,52
323,bigcodebench,improvement,active_fraction,9716,872,215,0.24655963302752293,0.4020282467877243,0.2001094626444634,0.8116067508184748,-0.01430968102067709,0.0033512224908918142,-4.269988536834717,0.004975124378109453,171,100,575,0.6979439854621887,0.7161523699760437,0.5064381957054138,815,187
324,bigcodebench,improvement,active_fraction,4723,872,215,0.24655963302752293,0.43451559236841175,0.21542324437781005,0.8737166004532575,-0.012710155919194221,0.0029809160623699427,-4.2638421058654785,0.004975124378109453,197,113,615,0.696537435054779,0.7175204753875732,0.5074194073677063,852,197
325,bigcodebench,improvement,early_max,1413,872,215,0.24655963302752293,0.3876252168064847,0.20243454437109346,0.8210368497283419,-1.6199804544448853,0.3804379999637604,-4.258198261260986,0.004975124378109453,163,68,554,0.5958362221717834,0.8031072020530701,0.5740812420845032,789,178
326,bigcodebench,improvement,mean,10767,872,215,0.24655963302752293,0.4132420091324201,0.21137687958515144,0.8573052976662887,-0.04428591579198837,0.010406630113720894,-4.255548000335693,0.004975124378109453,127,81,470,0.7132837772369385,0.7008754014968872,0.4956128001213074,703,139
327,bigcodebench,improvement,max,14797,872,215,0.24655963302752293,0.40247778839687093,0.20836416677554465,0.8450862950152322,-2.0773327350616455,0.4885721206665039,-4.25184440612793,0.004975124378109453,156,70,576,0.6937466859817505,0.7202188968658447,0.5093609690666199,830,186
328,bigcodebench,improvement,mean,12291,872,215,0.24655963302752293,0.4203603412268592,0.21296053018378738,0.8637282898616865,-0.04577985033392906,0.01078425720334053,-4.245062828063965,0.004975124378109453,168,98,556,0.7026127576828003,0.7115731239318848,0.5031680464744568,808,177
329,bigcodebench,improvement,active_fraction,14171,872,215,0.24655963302752293,0.4265335740327776,0.2179383106184358,0.883917241205935,-0.0033312696032226086,0.0007848287932574749,-4.24458122253418,0.004975124378109453,166,110,561,0.6896257400512695,0.7241658568382263,0.5122153759002686,727,153
330,bigcodebench,improvement,max,12056,872,215,0.24655963302752293,0.37961488088917206,0.20036987611071558,0.8126629393885767,-1.935733437538147,0.45710355043411255,-4.234780788421631,0.004975124378109453,176,99,587,0.7035704851150513,0.7106250524520874,0.502494215965271,835,173
331,bigcodebench,improvement,max,16367,872,215,0.24655963302752293,0.35494672754946727,0.20437644508347505,0.8289128377339081,-1.2710390090942383,0.3004764914512634,-4.230078220367432,0.004975124378109453,145,45,534,0.6721078753471375,0.74045330286026,0.5241920351982117,806,172
332,bigcodebench,improvement,early_max,5493,872,215,0.24655963302752293,0.43352093731195357,0.22049026286745724,0.8942674847461521,-0.9986095428466797,0.23617829382419586,-4.228201866149902,0.004975124378109453,91,57,333,0.8012329339981079,0.5983519554138184,0.4275210201740265,529,109
333,bigcodebench,improvement,early_max,7686,872,215,0.24655963302752293,0.44192417967505576,0.22696194382961002,0.9205154186949764,-0.49256372451782227,0.11672692000865936,-4.219795227050781,0.004975124378109453,10,8,57,0.67612224817276,0.7367891073226929,0.5214686989784241,130,37
334,bigcodebench,improvement,max,6892,872,215,0.24655963302752293,0.42525220346182435,0.22252722713755654,0.9025290328555782,-1.9261397123336792,0.45812657475471497,-4.204383373260498,0.004975124378109453,93,49,345,0.7064197063446045,0.7077938318252563,0.5004858374595642,643,135
335,bigcodebench,improvement,max,5859,872,215,0.24655963302752293,0.4017769282503274,0.2093296569602664,0.8490021435783828,-1.69318425655365,0.40319767594337463,-4.199389934539795,0.004975124378109453,212,56,649,0.6943743228912354,0.7196141481399536,0.5089250206947327,870,215
336,bigcodebench,improvement,mean,2675,872,215,0.24655963302752293,0.3979398959328873,0.2131063492618202,0.8643197049130569,-0.05346694961190224,0.012743258848786354,-4.195704460144043,0.004975124378109453,100,40,340,0.7097417712211609,0.7044618129730225,0.49813321232795715,640,142
337,bigcodebench,improvement,active_fraction,12087,872,215,0.24655963302752293,0.41196063856146686,0.22073804979669712,0.8952724624312554,-0.010432517156004906,0.002489726059138775,-4.190227031707764,0.004975124378109453,62,38,258,0.7037216424942017,0.710474967956543,0.5023877024650574,406,87
338,bigcodebench,improvement,early_max,11644,872,215,0.24655963302752293,0.4005309546564723,0.21402157702671779,0.8680316984525485,-1.9794352054595947,0.47246918082237244,-4.189554214477539,0.004975124378109453,157,83,558,0.7887439131736755,0.614722728729248,0.4380030632019043,786,178
339,bigcodebench,improvement,max,11922,872,215,0.24655963302752293,0.3994938232274964,0.20866916322939347,0.8463233038885167,-8.954801559448242,2.1383588314056396,-4.1876983642578125,0.004975124378109453,11,5,52,0.6978349089622498,0.7162590026855469,0.5065144300460815,343,105
340,bigcodebench,improvement,max,7498,872,215,0.24655963302752293,0.40108314749920354,0.20934414521581593,0.8490609052474023,-7.228183746337891,1.7278285026550293,-4.18339204788208,0.004975124378109453,75,38,301,0.6993486285209656,0.714779794216156,0.5054560899734497,650,144
341,bigcodebench,improvement,active_fraction,7946,872,215,0.24655963302752293,0.42552476018548013,0.2208859159050768,0.8958721798568697,-0.02217596396803856,0.005301826633512974,-4.182702541351318,0.004975124378109453,157,87,539,0.7046308517456055,0.7095732688903809,0.5017474293708801,807,180
342,bigcodebench,improvement,max,5882,872,215,0.24655963302752293,0.4084917348058476,0.21424057452331835,0.86891991155504,-1.4939578771591187,0.3574126064777374,-4.179924964904785,0.004975124378109453,190,88,633,0.6869285702705383,0.7267249822616577,0.5140756964683533,859,201
343,bigcodebench,improvement,early_max,1644,872,215,0.24655963302752293,0.41511804891862236,0.2246945631211646,0.9113193443797931,-1.5489662885665894,0.37125855684280396,-4.172203540802002,0.004975124378109453,31,20,139,0.6926942467689514,0.7212313413619995,0.5100914239883423,293,68
344,bigcodebench,improvement,max,13276,872,215,0.24655963302752293,0.4207567873703586,0.21998592103727352,0.8922219681139651,-1.77394700050354,0.42537999153137207,-4.17026424407959,0.004975124378109453,181,74,597,0.7040159702301025,0.7101848721504211,0.5021810531616211,849,196
345,bigcodebench,improvement,max,8787,872,215,0.24655963302752293,0.4118579873278822,0.20972039564756914,0.850586906998513,-1.0215036869049072,0.24500487744808197,-4.1693196296691895,0.004975124378109453,177,73,592,0.7213382720947266,0.6925825476646423,0.48983117938041687,822,186
346,bigcodebench,improvement,max,2279,872,215,0.24655963302752293,0.4317510884570458,0.22070707197971365,0.8951468221688852,-0.9557763934135437,0.2296067178249359,-4.162667274475098,0.004975124378109453,154,74,533,0.7070844173431396,0.7071295380592346,0.5000159740447998,808,181
347,bigcodebench,improvement,max,8659,872,215,0.24655963302752293,0.42531945771831087,0.2110660103606745,0.8560444699279449,-1.663200855255127,0.40017494559288025,-4.156184196472168,0.004975124378109453,130,87,449,0.6943569779396057,0.7196310758590698,0.5089371204376221,695,130
348,bigcodebench,improvement,mean,15787,872,215,0.24655963302752293,0.48173869951506143,0.23784673939511336,0.9646621244304133,-0.018936637789011,0.0045571704395115376,-4.1553497314453125,0.004975124378109453,99,66,334,0.7010327577590942,0.7131289839744568,0.5042768120765686,595,118
349,bigcodebench,improvement,early_max,7646,872,215,0.24655963302752293,0.4568617040104775,0.2308288460405343,0.9361988546388182,-0.9467463493347168,0.22822728753089905,-4.148261070251465,0.004975124378109453,5,1,6,0.6976975202560425,0.7163928747177124,0.5066103935241699,49,25
350,bigcodebench,improvement,early_max,640,872,215,0.24655963302752293,0.4424551343315281,0.21677018120921235,0.8791795256485264,-1.4015142917633057,0.33799535036087036,-4.146549224853516,0.004975124378109453,158,90,563,0.7139357924461365,0.7002108693122864,0.4951472878456116,795,182
351,bigcodebench,improvement,max,1904,872,215,0.24655963302752293,0.3934409401437117,0.20582306498086583,0.8347800588991396,-5.933900833129883,1.4324053525924683,-4.142612934112549,0.004975124378109453,78,38,305,0.7113751173019409,0.702812671661377,0.4969726502895355,582,131
352,bigcodebench,improvement,early_max,14894,872,215,0.24655963302752293,0.41654808679338784,0.2176949898860667,0.8829303775844194,-0.6945387125015259,0.1677526980638504,-4.14025354385376,0.004975124378109453,56,38,273,0.6977101564407349,0.7163801789283752,0.5066013932228088,497,92
353,bigcodebench,improvement,early_max,16267,872,215,0.24655963302752293,0.43066086156242256,0.22179262854826656,0.899549637646923,-0.4179597496986389,0.10107844322919846,-4.135004043579102,0.004975124378109453,21,16,82,0.6994005441665649,0.7147300243377686,0.5054200887680054,196,55
354,bigcodebench,improvement,active_fraction,1705,872,215,0.24655963302752293,0.4249017733885526,0.22295704643819864,0.9042722999726011,-0.007173436693847179,0.0017424053512513638,-4.116973400115967,0.004975124378109453,100,49,368,0.6971945762634277,0.7168821692466736,0.5069612860679626,631,139
355,bigcodebench,improvement,early_max,5449,872,215,0.24655963302752293,0.39390110084598773,0.21091699408962336,0.8554400876565189,-0.6674065589904785,0.16217584908008575,-4.115326404571533,0.009950248756218905,77,39,314,0.7427208423614502,0.6696013808250427,0.47411373257637024,461,96
356,bigcodebench,improvement,early_max,3753,872,215,0.24655963302752293,0.3943648012459736,0.21113780395586254,0.8563356513930798,-1.021540641784668,0.2482999563217163,-4.114139556884766,0.004975124378109453,122,57,441,0.7129714488983154,0.7011932134628296,0.49583563208580017,675,146
357,bigcodebench,improvement,early_max,191,872,215,0.24655963302752293,0.45478036175710596,0.23017255823650246,0.9335370734057216,-0.4431123435497284,0.10784843564033508,-4.1086578369140625,0.004975124378109453,25,20,78,0.6983993053436279,0.7157091498374939,0.5061203837394714,185,48
358,bigcodebench,improvement,active_fraction,11596,872,215,0.24655963302752293,0.42251601713213693,0.21656885996150446,0.8783630041229391,-0.004832853097468615,0.0011782062938436866,-4.101873397827148,0.004975124378109453,147,98,503,0.714019238948822,0.7001263499259949,0.4950878918170929,702,153
359,bigcodebench,improvement,max,4504,872,215,0.24655963302752293,0.3985558033343952,0.20867685432208924,0.8463544975295899,-2.385504722595215,0.5824195742607117,-4.095852375030518,0.004975124378109453,146,59,517,0.7025120258331299,0.7116714119911194,0.5032384395599365,777,161
360,bigcodebench,improvement,early_max,1690,872,215,0.24655963302752293,0.4575696435524406,0.2317274782143585,0.939843539548468,-0.3301849961280823,0.08069847524166107,-4.091588973999023,0.004975124378109453,9,8,35,0.6989185214042664,0.7152013182640076,0.505757212638855,120,34
361,bigcodebench,improvement,max,8315,872,215,0.24655963302752293,0.4222222222222222,0.2087600376378837,0.8466918735824864,-0.5531850457191467,0.13524936139583588,-4.090112209320068,0.004975124378109453,153,81,549,0.7000287175178528,0.7141150236129761,0.5049805045127869,789,170
362,bigcodebench,improvement,active_fraction,14089,872,215,0.24655963302752293,0.3820395738203957,0.20095463607720424,0.8150346170201028,-0.0036504697054624557,0.0008933708886615932,-4.086174964904785,0.004975124378109453,90,39,376,0.6956542134284973,0.7183759212493896,0.5080344080924988,630,169
363,bigcodebench,improvement,active_fraction,10593,872,215,0.24655963302752293,0.4361296945240876,0.21970026164355708,0.891063386758985,-0.008639317937195301,0.002118021249771118,-4.0789570808410645,0.004975124378109453,111,76,378,0.7070062756538391,0.7072078585624695,0.5000712871551514,594,117
364,bigcodebench,improvement,active_fraction,12850,872,215,0.24655963302752293,0.42093023255813955,0.21229693941818628,0.8610368891751555,-0.003468593116849661,0.0008507847087457776,-4.076933860778809,0.004975124378109453,98,45,393,0.703065037727356,0.7111253142356873,0.502849817276001,660,155
365,bigcodebench,improvement,max,5827,872,215,0.24655963302752293,0.41511450922091253,0.21589954931648972,0.87564840466967,-1.8014416694641113,0.4419011175632477,-4.076571941375732,0.004975124378109453,196,115,628,0.6855024099349976,0.7280696630477905,0.5150566101074219,854,176
366,bigcodebench,improvement,early_max,13659,872,215,0.24655963302752293,0.44112774769034724,0.22745536708477104,0.9225166516182343,-0.7709197998046875,0.18913431465625763,-4.076044082641602,0.004975124378109453,65,40,268,0.7138366103172302,0.7003125548362732,0.49521830677986145,431,85
367,bigcodebench,improvement,early_max,11334,872,215,0.24655963302752293,0.41871084209408516,0.21485050437659775,0.8713936735646197,-1.3331172466278076,0.32799428701400757,-4.064452648162842,0.004975124378109453,45,24,162,0.932628870010376,0.36083826422691345,0.27896979451179504,316,74
368,bigcodebench,improvement,max,12236,872,215,0.24655963302752293,0.4357509468691374,0.22334511636579016,0.905846239399856,-1.5235644578933716,0.3757113814353943,-4.055145740509033,0.004975124378109453,47,28,191,0.7057279348373413,0.7084837555885315,0.5009742975234985,333,61
369,bigcodebench,improvement,mean,532,872,215,0.24655963302752293,0.4136986301369863,0.20939021786054307,0.8492477673227607,-0.1263469159603119,0.031205477192997932,-4.048870086669922,0.004975124378109453,191,101,622,0.6977676153182983,0.7163242101669312,0.5065613389015198,856,194
370,bigcodebench,improvement,max,9782,872,215,0.24655963302752293,0.3964532228947648,0.20378720019113228,0.8265229700775225,-1.4805912971496582,0.365975558757782,-4.0456013679504395,0.004975124378109453,196,83,632,0.6925086975097656,0.7214092016220093,0.5102199912071228,860,197
371,bigcodebench,improvement,early_max,5103,872,215,0.24655963302752293,0.4401189338430498,0.22799283071341808,0.9246965041027934,-0.2619595527648926,0.06483013927936554,-4.040706157684326,0.004975124378109453,22,13,129,0.6940610408782959,0.7199164628982544,0.5091428160667419,225,48
372,bigcodebench,improvement,active_fraction,2722,872,215,0.24655963302752293,0.4412764149941595,0.21763593025451478,0.8826908427066832,-0.010142444632947445,0.0025110964197665453,-4.039050102233887,0.004975124378109453,182,107,563,0.7020135521888733,0.7121637463569641,0.5035887360572815,792,172
373,bigcodebench,improvement,early_max,12919,872,215,0.24655963302752293,0.42518140950762806,0.2281565453148477,0.9253605000676614,-0.611886203289032,0.1518128663301468,-4.030529499053955,0.004975124378109453,16,14,86,0.7180736660957336,0.6959677338600159,0.4921834170818329,182,44
374,bigcodebench,improvement,early_max,1543,872,215,0.24655963302752293,0.4158649251353934,0.22252956933437018,0.9025385323700967,-1.4401609897613525,0.3576646149158478,-4.026568412780762,0.004975124378109453,69,35,265,0.6828300952911377,0.7305771708488464,0.5168907642364502,453,104
375,bigcodebench,improvement,max,1571,872,215,0.24655963302752293,0.4078085731478532,0.20846825978139946,0.8455084768808387,-0.8766501545906067,0.21775203943252563,-4.025910377502441,0.004975124378109453,104,64,388,0.6917208433151245,0.7221646904945374,0.5107660293579102,619,115
376,bigcodebench,improvement,early_max,2930,872,215,0.24655963302752293,0.42786450037166823,0.22444310614814947,0.9102994816799365,-2.1807477474212646,0.5424829125404358,-4.019937992095947,0.004975124378109453,36,23,154,0.705949604511261,0.7082626223564148,0.5008177757263184,302,65
377,bigcodebench,improvement,max,7690,872,215,0.24655963302752293,0.4376942409118261,0.22448618451085042,0.9104741995044724,-1.4000422954559326,0.3483671247959137,-4.0188703536987305,0.004975124378109453,206,77,627,0.7031002044677734,0.7110903859138489,0.5028250217437744,857,204
378,bigcodebench,improvement,max,12909,872,215,0.24655963302752293,0.39510105836961523,0.2093283651959864,0.8489969044227914,-0.9754753708839417,0.24292169511318207,-4.01559591293335,0.004975124378109453,103,46,447,0.6947906613349915,0.7192114591598511,0.5086353421211243,678,138
379,bigcodebench,improvement,max,11211,872,215,0.24655963302752293,0.41066864889738414,0.22443950793060813,0.9102848879790246,-1.634495735168457,0.40745580196380615,-4.011467456817627,0.004975124378109453,210,83,649,0.6832550764083862,0.7301803231239319,0.516599714756012,870,214
380,bigcodebench,improvement,early_max,9223,872,215,0.24655963302752293,0.41148277937064176,0.21634015117195746,0.8774354038230089,-0.9988978505134583,0.24924500286579132,-4.007694721221924,0.004975124378109453,163,76,563,0.676275908946991,0.7366484999656677,0.5213643908500671,800,182
381,bigcodebench,improvement,active_fraction,10035,872,215,0.24655963302752293,0.4338501291989664,0.2243807792575812,0.9100466954074922,-0.014226207509636879,0.003554593538865447,-4.002203941345215,0.004975124378109453,184,104,615,0.7033599615097046,0.7108338475227356,0.5026424527168274,852,202
382,bigcodebench,improvement,active_fraction,3330,872,215,0.24655963302752293,0.4357155498920392,0.2215953665961658,0.8987495798691004,-0.009823096916079521,0.002461689990013838,-3.990387439727783,0.004975124378109453,169,93,562,0.6968245506286621,0.7172409296035767,0.5072190165519714,810,182
383,bigcodebench,improvement,early_max,14140,872,215,0.24655963302752293,0.4260521751442427,0.2222393304252283,0.901361377352554,-0.7609695792198181,0.19071762263774872,-3.990032911300659,0.004975124378109453,117,67,379,0.6905128359794617,0.7233200073242188,0.5116021633148193,601,139
